period,shareName,shareCode,marketName,marketCode,operatingCashFlow,depreciation,amortization,investingCashFlow,investingCashFlowIn,investingCashFlowOut,financingCashFlow,financingCashFlowIn,financingCashFlowOut,decreaseInTangibleAssets,decreaseInOtherTangibleAssets,decreaseInIntangibleAssets,increaseInInvestmentRealEstate,increaseInTangibleAssets,increaseInRealEstate,increaseInOtherTangibleAssets,increaseInIntangibleAssets,increaseInShortTermBorrowings,increaseInDebt,increaseInLongTermBorrowings,decreaseInShortTermBorrowings,decreaseInDebt,decreaseInLongTermBorrowings,acquisitionOfTreasuryStock,beginningOfTermCashAndCashEquivalents,endOfTermCashAndCashEquivalents
2018/12,씨에스윈드,112610,에너지장비및서비스,205,-205.3,143.0,10.8,-616.6,899.7,1516.2,792.8,933.4,85.3,45.3,45.3,19.5,,263.9,,263.9,30.3,,402.8,345.8,,,,85.0,449.1,400.9
2019/12,씨에스윈드,112610,에너지장비및서비스,205,856.7,200.3,14.5,-663.5,317.1,980.6,233.5,1460.6,1165.2,152.5,152.5,1.1,,876.9,,876.9,7.7,1222.2,,116.9,1008.1,,11.8,,400.9,838.9
2020/12,씨에스윈드,112610,에너지장비및서비스,205,239.9,278.2,15.3,-1103.1,89.7,1192.8,1094.2,2545.7,1380.3,6.0,6.0,1.2,,1102.0,,1102.0,4.7,1169.9,,917.5,1039.4,,133.2,,838.9,917.8
2021/12,씨에스윈드,112610,에너지장비및서비스,205,-1053.9,316.3,65.3,-3005.6,538.2,3543.8,5678.4,8353.6,2502.4,4.9,4.9,,,923.1,,923.1,23.0,2524.2,,1203.5,2401.0,,,,917.8,2618.1
2022/12(E),씨에스윈드,112610,에너지장비및서비스,205,1823.6,,,-1812.6,,,-353.4,,,,,,,,,,,,,,,,,,,
2016/12,아남전자,008700,전자제품,213,66.7,31.4,0.9,72.4,563.7,498.1,-117.3,682.5,780.4,,,,,,,,,,,,,,,,,
2017/12,아남전자,008700,전자제품,213,21.0,32.1,1.2,102.3,307.0,211.9,-138.3,924.9,1047.5,10.1,10.1,1.7,,56.6,,56.6,2.5,924.9,,,1044.3,,,,65.9,45.2
2018/12,아남전자,008700,전자제품,213,-43.5,42.0,1.7,-79.5,231.2,315.1,124.2,1460.5,1308.4,73.1,73.1,,,182.6,,182.6,3.0,1402.2,,36.1,1308.4,,,,47.2,46.8
2019/12,아남전자,008700,전자제품,213,211.3,47.5,1.7,-11.6,124.0,140.8,-158.0,1136.0,1264.5,,,,,19.0,,19.0,1.7,1135.9,,,1253.5,,,,48.4,90.2
2020/12,아남전자,008700,전자제품,213,-70.5,45.2,2.7,-20.9,308.1,332.2,82.6,1260.9,1161.2,,,,,13.7,,13.7,1.8,1259.7,,,1117.8,,,,84.8,76.1
2021/12,아남전자,008700,전자제품,213,-292.8,58.3,2.1,1.6,231.3,233.3,400.4,2384.4,1965.5,12.7,12.7,,,29.2,,29.2,0.5,2298.7,,85.0,1939.5,,,,83.0,192.4
2022/12(E),아남전자,008700,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,아모레G,002790,화장품,206,8767.2,2210.4,,-8141.2,1781.1,9935.8,-988.7,1216.7,1207.9,,,,,,,,,,,,,,,,,
2017/12,아모레G,002790,화장품,206,5897.5,2683.0,,-2435.2,6980.3,9440.9,-872.8,1341.1,1039.7,39.2,39.2,11.5,,8465.9,,8465.9,469.1,873.9,,454.3,589.8,,,,9690.3,12076.7
2018/12,아모레G,002790,화장품,206,7306.5,3109.8,,-5404.2,683.8,6099.9,-1023.7,984.6,1086.3,23.4,23.4,13.4,,4369.0,,4369.0,550.6,984.6,,,1086.3,,,,12076.7,12974.5
2019/12,아모레G,002790,화장품,206,8302.5,5785.0,,-4332.9,1608.5,5950.4,-2873.7,2595.7,4458.4,157.2,157.2,21.2,27.1,2742.1,,2742.1,381.5,250.5,,,386.8,,,500.3,12974.5,14174.4
2020/12,아모레G,002790,화장품,206,6660.4,5341.6,,-4301.5,1245.6,5557.0,-4368.6,1327.5,4912.7,248.5,248.5,5.1,,1949.9,,1949.9,339.3,1316.1,,,613.3,,,,14174.4,11909.3
2021/12,아모레G,002790,화장품,206,7625.9,4145.6,,-8092.1,2823.1,10923.4,-2621.1,483.3,2495.2,29.1,29.1,8.8,,993.6,,993.6,317.2,450.7,,,538.7,,,,11909.3,8706.0
2022/12(E),아모레G,002790,화장품,206,4126.5,,,-1983.0,,,-1263.0,,,,,,,,,,,,,,,,,,,
2016/12,아모레퍼시픽,090430,화장품,206,6769.5,1812.0,,-6096.3,1730.6,7826.8,-1329.8,766.7,1150.8,,,,,,,,,,,,,,,,,
2017/12,아모레퍼시픽,090430,화장품,206,5125.6,2236.7,,-4008.4,4433.3,8442.7,-1108.6,971.1,989.7,12.7,12.7,5.8,,7685.7,,7685.7,427.8,503.9,,454.3,539.8,,,,6237.0,6041.9
2018/12,아모레퍼시픽,090430,화장품,206,6466.8,2661.1,,-4139.2,693.9,4834.2,-1034.4,245.0,396.3,17.0,17.0,10.6,,4054.8,,4054.8,512.3,245.0,,,396.3,,,,6041.9,7355.1
2019/12,아모레퍼시픽,090430,화장품,206,7183.0,4854.9,,-4032.3,756.0,4788.3,-3874.4,123.0,3183.2,278.0,278.0,25.2,,2465.5,,2465.5,348.6,120.5,,,326.8,,,1000.1,7355.1,6735.8
2020/12,아모레퍼시픽,090430,화장품,206,5543.6,4585.3,,-2064.1,864.5,2928.6,-2159.9,1111.8,2586.4,247.7,247.7,3.5,,1830.2,,1830.2,319.8,1106.1,,,491.4,,,,6735.8,7937.3
2021/12,아모레퍼시픽,090430,화장품,206,6914.3,3618.8,,-7084.2,982.5,8066.7,-2259.8,223.7,1935.1,32.8,32.8,4.1,,911.8,,911.8,298.2,170.7,,,331.7,,,186.9,7937.3,5376.9
2022/12(E),아모레퍼시픽,090430,화장품,206,4749.2,,,-1424.4,,,-1193.6,,,,,,,,,,,,,,,,,,,
2016/12,아세아,002030,포장재,173,1113.8,490.1,10.9,-1008.2,962.1,1970.3,427.2,2392.7,1911.9,,,,,,,,,,,,,,,,,
2017/12,아세아,002030,포장재,173,372.7,548.5,14.1,-505.3,1606.0,2111.3,500.1,3489.1,2866.4,13.7,13.7,5.4,1.8,1006.4,,1006.4,78.8,2955.6,,528.7,2733.3,,21.5,,1486.5,1817.0
2018/12,아세아,002030,포장재,173,2371.0,789.3,88.9,-3733.0,1036.9,4769.9,1691.7,5634.0,3868.7,77.9,77.9,1.8,7.8,1180.1,,1180.1,147.0,2798.2,,2606.8,3038.2,,17.0,,1817.0,2145.6
2019/12,아세아,002030,포장재,173,2254.6,1071.7,74.1,-1288.0,324.7,1612.7,-1023.8,2318.3,3246.5,20.1,20.1,,1.6,1145.9,,1145.9,80.8,1955.5,99.4,263.4,2332.9,,8.3,,2145.6,2087.8
2020/12,아세아,002030,포장재,173,1905.4,1122.5,67.9,-1196.7,310.3,1507.0,-870.6,6393.8,7175.9,27.7,27.7,10.5,0.5,1059.8,,1059.8,70.5,2455.7,298.9,3639.1,2324.5,,4155.0,43.7,2087.8,1915.5
2021/12,아세아,002030,포장재,173,2157.6,1146.4,64.6,-1557.4,980.4,2537.7,-257.8,5105.7,5270.4,50.4,50.4,15.9,4.5,1268.7,,1268.7,71.5,3166.9,,1938.8,2471.2,,1959.6,,1915.5,2257.9
2022/12(E),아세아,002030,포장재,173,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,아이마켓코리아,122900,상업서비스와공급품,208,1224.2,23.6,123.4,-675.9,75.0,750.9,-316.6,796.6,836.8,,,,,,,,,,,,,,,,,
2017/12,아이마켓코리아,122900,상업서비스와공급품,208,1719.7,26.4,121.1,-1258.6,1897.3,3155.9,-319.2,847.7,891.0,1.2,1.2,1.3,,36.2,,36.2,53.9,847.7,,,842.9,,,48.1,725.8,858.9
2018/12,아이마켓코리아,122900,상업서비스와공급품,208,170.8,24.3,128.3,-1.0,3736.0,3737.0,-158.8,525.4,462.1,0.9,0.9,0.3,,73.8,,73.8,8.7,525.4,,,412.0,0.1,,50.0,858.9,871.8
2019/12,아이마켓코리아,122900,상업서비스와공급품,208,1057.5,93.0,113.5,-402.9,6917.4,7320.3,-535.1,793.2,1062.9,13.6,13.6,1.7,,74.7,,74.7,8.7,793.2,,,817.4,,,148.2,871.8,994.0
2020/12,아이마켓코리아,122900,상업서비스와공급품,208,51.9,104.0,88.9,347.9,6647.5,6299.6,-558.9,1687.8,1928.7,0.6,0.6,3.3,,41.6,,41.6,6.8,1687.6,,,1718.1,,,101.5,994.0,834.8
2021/12,아이마켓코리아,122900,상업서비스와공급품,208,541.7,104.0,92.6,-300.9,10785.6,11086.4,-429.7,1638.7,1646.5,16.7,16.7,,,25.2,,25.2,74.3,1610.6,,,1536.1,,,,834.8,653.2
2022/12(E),아이마켓코리아,122900,상업서비스와공급품,208,219.0,,,193.0,,,-258.0,,,,,,,,,,,,,,,,,,,
2016/12,아이에스동서,010780,건설,42,1058.5,612.3,14.4,-1483.0,1379.1,2862.1,653.2,10145.2,9355.7,,,,,,,,,,,,,,,,,
2017/12,아이에스동서,010780,건설,42,1113.0,651.8,14.6,-1379.0,666.3,2045.3,505.6,6003.4,5190.6,13.8,13.8,6.1,,834.8,,834.8,7.6,3822.2,1100.0,912.1,1894.5,,530.8,97.1,2160.1,2392.1
2018/12,아이에스동서,010780,건설,42,2561.3,676.8,14.1,-1909.2,928.9,2838.1,-1058.5,10234.8,10954.6,3.1,3.1,,,786.7,,786.7,11.5,6042.5,170.0,2268.6,7150.2,,275.1,,2392.1,1988.9
2019/12,아이에스동서,010780,건설,42,-687.4,719.8,55.6,-816.9,2930.9,3747.8,2525.8,11869.2,8973.7,8.5,8.5,,,675.5,,675.5,5.7,2295.5,800.0,6065.6,2414.6,,454.7,,1988.9,3011.4
2020/12,아이에스동서,010780,건설,42,-1144.2,440.2,82.1,-2097.5,3699.8,5797.3,4080.1,9247.3,4951.1,26.2,26.2,0.5,,197.6,,197.6,12.1,2409.2,200.0,5694.1,1623.4,,56.0,99.8,3011.4,3841.8
2021/12,아이에스동서,010780,건설,42,2242.5,410.5,66.6,-787.0,2219.3,3029.9,-1992.3,8127.6,9815.4,69.4,69.4,,,364.6,,364.6,2.2,2889.7,1500.0,3227.1,2400.1,,1494.0,,3841.8,3305.3
2022/12(E),아이에스동서,010780,건설,42,3325.0,,,-1600.0,,,-1163.3,,,,,,,,,,,,,,,,,,,
2016/12,알루코,001780,비철금속,53,604.6,250.2,5.0,-474.3,1644.9,2119.3,-162.3,4594.6,4640.9,,,,,,,,,,,,,,,,,
2017/12,알루코,001780,비철금속,53,1091.8,267.4,1.8,-1425.8,264.1,1689.9,330.4,3613.9,3246.2,49.8,49.8,0.1,,1120.0,,1120.0,32.5,3426.5,,187.3,3183.9,,60.6,,99.0,93.9
2018/12,알루코,001780,비철금속,53,736.4,474.2,13.5,-862.8,739.4,1602.2,120.9,4649.2,4491.0,214.9,214.9,,,633.4,,633.4,22.9,4142.6,,506.1,4185.2,,162.2,,93.9,195.6
2019/12,알루코,001780,비철금속,53,479.4,525.2,10.1,-555.8,1102.9,1658.8,148.0,6025.1,5858.5,138.0,138.0,0.5,,667.4,,667.4,50.4,5261.2,318.1,445.8,5220.9,,386.5,,195.6,270.2
2020/12,알루코,001780,비철금속,53,925.2,527.1,10.1,-486.6,842.0,1328.6,-312.8,5702.2,6015.0,130.3,130.3,0.2,,566.7,,566.7,8.7,5192.3,468.3,40.5,5659.9,,97.3,,270.2,378.0
2021/12,알루코,001780,비철금속,53,-28.7,443.1,10.2,-676.8,926.2,1603.0,537.3,6378.2,5840.8,274.3,274.3,51.2,17.3,594.7,,594.7,21.4,5277.0,615.8,485.4,5604.1,80.0,71.0,,378.0,241.2
2022/12(E),알루코,001780,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,애경산업,018250,화장품,206,534.9,55.0,7.4,-95.1,2.5,97.6,-274.9,1889.8,2132.8,,,,,,,,,,,,,,,,,
2017/12,애경산업,018250,화장품,206,-66.4,62.4,8.4,-107.9,141.1,249.0,91.5,2015.3,1881.2,,,16.5,,120.2,,120.2,7.3,2015.3,,,1881.2,,,,205.2,119.7
2018/12,애경산업,018250,화장품,206,412.3,72.9,10.2,-358.5,3171.6,3530.1,1151.6,2281.3,1055.1,0.8,0.8,,,332.1,,332.1,22.3,868.1,,,1055.1,,,,119.7,1325.2
2019/12,애경산업,018250,화장품,206,324.2,117.0,12.6,-196.4,15715.9,15912.3,-121.4,120.4,123.5,0.1,0.1,0.2,,157.1,,157.1,22.5,103.1,,,103.1,,,,1325.2,1330.9
2020/12,애경산업,018250,화장품,206,193.0,123.6,15.1,-420.6,4501.4,4921.9,-83.6,2732.3,2697.1,,,0.8,,420.5,,420.5,18.8,2702.3,,30.0,2614.7,,,59.8,1330.9,1005.1
2021/12,애경산업,018250,화장품,206,483.0,134.0,17.8,-242.7,279.4,522.1,-188.8,1819.2,1955.6,103.5,103.5,7.2,0.4,176.5,,176.5,15.5,1765.2,,54.0,1850.8,,84.0,,1005.1,1060.5
2022/12(E),애경산업,018250,화장품,206,259.5,,,-152.5,,,-56.0,,,,,,,,,,,,,,,,,,,
2016/12,에스디바이오센서,137310,건강관리장비와용품,211,9.9,31.1,6.1,-65.6,0.4,66.0,,90.0,90.0,,,,,,,,,,,,,,,,,
2017/12,에스디바이오센서,137310,건강관리장비와용품,211,-100.7,35.7,5.8,-35.0,1.2,36.3,149.9,179.9,30.0,,,,,34.1,,,1.3,10.0,,20.0,30.0,,,,43.5,57.8
2018/12,에스디바이오센서,137310,건강관리장비와용품,211,-9.6,39.1,5.0,-26.1,5.6,31.7,,,,0.1,0.1,,,22.3,,22.3,1.0,,,,,,,,57.8,22.0
2019/12,에스디바이오센서,137310,건강관리장비와용품,211,-17.4,40.1,5.1,-122.5,1.8,124.2,513.9,513.9,,0.1,0.1,,,60.8,,60.8,0.5,,,20.4,,,,,22.0,396.1
2020/12,에스디바이오센서,137310,건강관리장비와용품,211,4953.8,78.0,1.7,-2458.2,309.2,2767.5,-146.6,142.6,289.2,0.4,0.4,,,549.0,,549.0,2.5,128.2,,,223.7,,20.4,,192.0,2432.2
2021/12,에스디바이오센서,137310,건강관리장비와용품,211,12349.5,186.0,5.2,-9577.3,14164.9,23742.2,3512.6,5074.7,1063.8,7.3,7.3,,927.4,973.1,,973.1,19.8,,,,17.7,,0.1,996.4,2432.2,8815.9
2022/12(E),에스디바이오센서,137310,건강관리장비와용품,211,9040.2,,,839.0,,,-1447.6,,,,,,,,,,,,,,,,,,,
2016/12,SBS,034120,방송과엔터테인먼트,204,-9.2,300.6,12.3,-246.9,2974.9,3221.8,41.7,2455.3,2278.0,,,,,,,,,,,,,,,,,
2017/12,SBS,034120,방송과엔터테인먼트,204,816.8,308.3,13.7,-1158.0,5167.9,6326.0,397.5,2546.0,2148.4,1.9,1.9,,,238.3,,238.3,15.5,,997.5,1548.1,,,2132.4,,70.0,126.0
2018/12,SBS,034120,방송과엔터테인먼트,204,551.5,268.0,11.0,-59.3,9361.6,9420.9,-485.5,1498.3,1939.6,0.9,0.9,1.9,,202.4,,202.4,17.6,,,1496.9,,600.0,1338.8,,126.0,132.4
2019/12,SBS,034120,방송과엔터테인먼트,204,-610.4,266.7,12.8,139.1,10523.8,10384.7,1253.7,3892.5,2622.7,7.1,7.1,5.2,,120.6,,120.6,10.0,,1496.4,2393.8,,,2595.0,,132.4,913.8
2020/12,SBS,034120,방송과엔터테인먼트,204,665.1,271.9,10.7,-476.1,14012.9,14489.1,-542.9,2276.8,2793.2,3.1,3.1,,,84.9,,84.9,15.9,,997.4,1275.8,,1300.0,1339.5,112.7,913.8,543.3
2021/12,SBS,034120,방송과엔터테인먼트,204,1401.3,257.3,,-1416.7,6269.8,7686.5,-24.5,346.8,371.3,1.0,1.0,,,148.4,,148.4,14.2,,,346.8,,,326.8,1.0,543.3,503.7
2022/12(E),SBS,034120,방송과엔터테인먼트,204,1395.3,,,-114.0,,,-138.0,,,,,,,,,,,,,,,,,,,
2016/12,SK디스커버리,006120,석유와가스,217,-325.1,1053.2,55.9,-3259.0,4821.3,8163.3,1724.6,27286.9,25365.2,,,,,,,,,,,,,,,,,
2017/12,SK디스커버리,006120,석유와가스,217,-1305.9,1211.9,64.3,72.0,3971.5,3899.5,513.0,36536.4,35748.0,31.3,31.3,46.5,,1940.6,,1940.6,135.7,28538.7,2967.6,4087.5,25207.4,,1311.3,,3791.7,2930.2
2018/12,SK디스커버리,006120,석유와가스,217,-1581.3,578.3,17.6,-1594.3,4146.6,5740.9,2993.0,31883.7,28578.8,7.3,7.3,3.8,,2558.5,,2558.5,31.6,25250.1,688.5,5945.0,25610.4,,2206.5,7.1,2930.2,885.8
2019/12,SK디스커버리,006120,석유와가스,217,2175.3,1040.8,26.6,1834.9,6841.0,5006.2,-3491.2,1569.7,4772.1,251.4,251.4,18.7,,1118.4,,1118.4,89.6,-587.2,1194.7,962.3,,,536.3,,885.8,1452.7
2020/12,SK디스커버리,006120,석유와가스,217,1634.1,1085.8,58.5,-5638.7,2925.3,8564.0,3972.4,7448.7,3203.4,85.7,85.7,,,845.0,,845.0,59.8,776.3,6372.4,300.0,,,4.4,,1452.7,1325.8
2021/12,SK디스커버리,006120,석유와가스,217,-4550.6,1080.1,80.8,-3091.0,3043.8,6134.8,8102.0,12450.8,3997.9,216.4,216.4,4.4,,2033.5,,2033.5,108.8,6812.2,4680.2,300.0,1455.0,,100.6,285.3,1325.8,1891.6
2022/12(E),SK디스커버리,006120,석유와가스,217,,,,,,,,,,,,,,,,,,,,,,,,,,
2017/12,SK바이오사이언스,302440,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,
2018/12,SK바이오사이언스,302440,제약,35,149.0,54.3,11.7,-176.4,0.3,176.8,8.4,109.8,101.4,,,,,54.2,,54.2,8.9,,,,,,,,63.9,44.9
2019/12,SK바이오사이언스,302440,제약,35,359.7,118.5,27.0,-26.5,213.7,240.1,-234.4,,234.4,1.0,1.0,0.1,,237.0,,237.0,2.7,,,,,,112.5,,44.9,143.8
2020/12,SK바이오사이언스,302440,제약,35,1202.2,135.8,29.5,-1080.9,47.8,1128.8,-15.4,,15.4,,,4.7,,99.3,,99.3,2.7,,,,,,,,143.8,249.7
2021/12,SK바이오사이언스,302440,제약,35,5365.9,155.1,32.7,-14219.4,85.2,14304.6,9583.8,9945.8,362.0,0.5,0.5,,,429.1,,429.1,15.6,113.2,,,0.5,,226.8,,249.7,980.3
2022/12(E),SK바이오사이언스,302440,제약,35,1344.5,,,882.5,,,-5502.3,,,,,,,,,,,,,,,,,,,
2016/12,SK바이오팜,326030,제약,35,-489.4,30.9,,183.7,1118.1,934.4,,,,,,,,,,,,,,,,,,,,
2017/12,SK바이오팜,326030,제약,35,-983.4,31.7,,884.0,900.6,16.6,,,,,,0.6,,15.1,,15.1,1.3,,,,,,,,386.1,252.7
2018/12,SK바이오팜,326030,제약,35,-1412.8,33.4,,394.6,415.2,20.6,1499.6,1499.6,,,,,,14.4,,14.4,,,,,,,,,252.7,742.9
2019/12,SK바이오팜,326030,제약,35,-813.3,65.0,,-394.7,36.6,431.3,972.4,1000.0,27.6,29.7,29.7,2.2,,132.0,,132.0,8.5,1000.0,,,,,,,742.9,511.4
2020/12,SK바이오팜,326030,제약,35,-2107.3,82.9,25.7,-3187.3,94.8,3282.1,5409.0,7954.6,2545.6,,,,,110.2,,110.2,33.1,1500.0,,,2500.0,,,,511.4,593.3
2021/12,SK바이오팜,326030,제약,35,-928.7,73.3,43.1,2589.7,4396.7,1806.9,-46.5,2.1,48.5,0.1,0.1,,,43.2,,43.2,16.8,,,,,,,,593.3,2259.2
2022/12(E),SK바이오팜,326030,제약,35,-1247.4,,,-18.2,,,371.4,,,,,,,,,,,,,,,,,,,
2016/12,SK하이닉스,000660,반도체와반도체장비,202,55489.2,41338.9,3225.7,-62304.5,2928.0,65232.5,1168.8,20803.4,16104.7,,,,,,,,,,,,,,,,,
2017/12,SK하이닉스,000660,반도체와반도체장비,202,146906.1,46188.8,4073.5,-119191.6,9346.5,128538.1,-3519.1,7823.3,7106.4,2449.0,2449.0,32.5,,91283.0,,91283.0,7849.1,,,7823.3,,,7106.4,,6137.9,29499.9
2018/12,SK하이닉스,000660,반도체와반도체장비,202,222272.0,59042.4,5241.0,-214287.5,43550.9,257838.4,-13953.2,31257.2,38150.4,1317.5,1317.5,25.3,,160361.5,,160361.5,9331.4,,,31257.2,,,20785.2,17365.1,29499.9,23493.2
2019/12,SK하이닉스,000660,반도체와반도체장비,202,65497.4,78252.5,7951.7,-104509.4,53069.7,157579.1,38366.7,98386.0,49759.3,538.4,538.4,1.8,,139202.4,,139202.4,6733.6,,,98338.8,,,45854.3,,23493.2,23060.7
2020/12,SK하이닉스,000660,반도체와반도체장비,202,123145.7,88116.4,9605.5,-118403.9,10145.4,128549.3,2520.5,51771.1,42410.5,590.9,590.9,7.0,,100686.6,,100686.6,8007.3,,,51730.2,,,39213.1,,23060.7,29759.9
2021/12,SK하이닉스,000660,반도체와반도체장비,202,197976.5,98625.7,7959.3,-223922.8,27519.2,251442.0,44923.1,89422.2,36448.9,799.4,799.4,20.7,,124866.4,,124866.4,9738.9,,,89337.4,,,33209.1,,29759.9,50579.8
2022/12(E),SK하이닉스,000660,반도체와반도체장비,202,206685.7,,,-167272.8,,,-15387.1,,,,,,,,,,,,,,,,,,,
2016/12,에어부산,298690,항공사,187,463.7,26.6,13.5,-278.9,268.1,547.1,-169.7,,119.7,,,,,,,,,,,,,,,,,
2017/12,에어부산,298690,항공사,187,663.9,53.5,14.9,-662.6,414.0,1076.7,-98.0,,50.0,,,,,356.1,,356.1,2.6,,,,,,,50.0,225.6,123.8
2018/12,에어부산,298690,항공사,187,250.3,82.8,8.9,-142.4,498.7,641.2,123.7,170.7,,,,,,101.1,,101.1,4.5,,,,,,,,123.8,359.1
2019/12,에어부산,298690,항공사,187,1125.3,1222.2,21.1,-562.6,1278.3,1840.9,-492.2,400.0,840.2,2.7,2.7,,,871.1,,871.1,7.8,,100.0,300.0,,,,,359.1,462.3
2020/12,에어부산,298690,항공사,187,-1161.6,1332.4,22.6,304.2,551.8,247.6,834.3,1428.9,576.6,0.1,0.1,,,231.3,,231.3,1.3,,100.0,,,100.0,,,462.3,453.8
2021/12,에어부산,298690,항공사,187,-690.6,1459.2,20.3,-1269.0,30.2,1299.2,1529.0,2857.0,1264.1,1.0,1.0,,,826.8,,826.8,0.3,,,,,,30.0,,453.8,27.0
2022/12(E),에어부산,298690,항공사,187,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,에이블씨엔씨,078520,화장품,206,271.8,38.4,12.8,-44.0,31.7,75.6,-42.8,,1.6,,,,,29.6,,29.6,12.4,,,,,,,1.5,271.5,461.0
2017/12,에이블씨엔씨,078520,화장품,206,40.3,33.9,11.6,-1103.4,57.2,1160.6,1016.5,1081.3,4.3,0.3,0.3,3.0,,50.2,,50.2,12.1,,,,,,,1.2,461.0,409.9
2018/12,에이블씨엔씨,078520,화장품,206,-395.1,36.4,13.9,305.7,718.5,412.8,-0.2,,0.2,1.5,1.5,2.6,,75.5,,75.5,40.6,,,,,,,,409.9,321.0
2019/12,에이블씨엔씨,078520,화장품,206,51.5,273.9,37.5,453.7,1821.1,1367.4,-281.7,62.8,344.5,0.3,0.3,2.1,,100.7,,98.5,14.6,62.8,,,11.3,,3.7,100.0,321.0,545.6
2020/12,에이블씨엔씨,078520,화장품,206,-81.9,298.8,41.7,19.8,159.6,139.9,-107.2,172.8,280.0,1.2,1.2,3.2,,56.1,,35.0,23.7,44.8,,125.0,0.3,,,11.6,545.6,370.7
2021/12,에이블씨엔씨,078520,화장품,206,44.1,76.5,26.8,13.0,178.0,165.0,-197.8,17.0,214.8,1.6,1.6,,,58.3,,19.9,7.1,,,,20.7,,,,370.7,231.2
2022/12(E),에이블씨엔씨,078520,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,에이엔피,015260,전자장비와기기,197,37.1,57.6,,-24.5,179.2,203.7,3.2,375.5,372.3,,,,,,,,,,,,,,,,,
2017/12,에이엔피,015260,전자장비와기기,197,-18.9,52.7,,-272.8,133.4,406.2,287.7,518.8,231.1,0.3,0.3,,,284.5,,284.5,,251.6,,264.1,231.1,,,,63.1,59.1
2018/12,에이엔피,015260,전자장비와기기,197,6.9,48.1,,-212.1,115.2,327.3,169.3,628.9,459.6,,,6.0,,194.5,,194.5,,382.3,,57.4,398.6,,11.0,,59.1,23.3
2019/12,에이엔피,015260,전자장비와기기,197,-4.1,66.3,,121.6,219.8,98.2,-95.8,409.0,504.8,119.8,119.8,,,14.7,,14.7,2.8,409.0,,,447.6,,57.2,,23.3,45.0
2020/12,에이엔피,015260,전자장비와기기,197,19.3,64.6,,-17.8,107.4,125.2,37.6,504.3,466.7,47.5,47.5,7.9,,96.8,,96.8,,362.0,24.0,8.0,405.1,,23.2,,45.0,84.1
2021/12,에이엔피,015260,전자장비와기기,197,-88.5,40.2,,81.4,148.3,66.9,-27.2,338.6,365.8,3.2,3.2,,,20.4,,20.4,,174.8,128.2,26.1,275.5,,89.6,,84.1,49.8
2022/12(E),에이엔피,015260,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,
2016/12,HSD엔진,082740,조선,215,45.4,165.1,32.5,414.3,656.3,242.0,-186.5,,186.5,,,,,,,,,,,,,,,,,
2017/12,HSD엔진,082740,조선,215,-693.8,159.6,17.1,126.5,256.1,129.6,566.1,2027.6,1461.5,203.3,203.3,2.8,,28.8,,28.8,2.6,745.7,1281.9,,11.5,,450.0,,728.2,722.4
2018/12,HSD엔진,082740,조선,215,184.4,149.6,12.7,-147.5,55.0,202.6,-161.1,1073.4,1234.5,0.2,0.2,13.7,,24.5,,24.5,21.2,565.4,,,34.3,,300.0,0.3,722.4,598.1
2019/12,HSD엔진,082740,조선,215,-647.4,170.6,15.3,-7.0,97.7,104.8,269.7,2614.3,2344.6,24.2,24.2,5.9,,79.4,,79.4,2.6,1243.0,,,960.0,,,,598.1,211.3
2020/12,HSD엔진,082740,조선,215,838.0,166.4,15.9,38.3,242.3,203.9,-632.8,2285.8,2918.7,1.2,1.2,5.3,,28.6,,28.6,11.7,2010.0,,,1536.0,,,,211.3,452.9
2021/12,HSD엔진,082740,조선,215,-457.6,162.7,14.2,-70.6,66.3,136.9,615.0,2031.2,1416.2,0.1,0.1,1.8,,91.5,,91.5,8.9,1190.0,,841.2,1193.0,,,,452.9,540.7
2022/12(E),HSD엔진,082740,조선,215,785.5,,,-2007.5,,,110.0,,,,,,,,,,,,,,,,,,,
2016/12,에이프로젠제약,003060,제약,35,4.5,13.5,0.8,-355.3,263.7,619.0,433.7,468.5,34.8,,,,,,,,,,,,,,,,,
2017/12,에이프로젠제약,003060,제약,35,-89.3,15.7,1.0,-339.4,446.4,785.8,404.6,501.0,96.5,17.8,17.8,5.0,,21.0,,21.0,5.5,,498.3,,,94.8,,,262.2,237.8
2018/12,에이프로젠제약,003060,제약,35,13.3,13.8,0.9,-581.1,944.8,1525.9,546.1,703.0,156.8,0.4,0.4,,,10.1,,10.1,12.3,2.2,,,2.2,153.6,,,237.8,216.3
2019/12,에이프로젠제약,003060,제약,35,7.1,15.1,1.5,-704.7,1026.7,1731.4,784.4,1120.7,336.3,,,,,21.3,,21.3,2.9,60.0,,,60.0,258.1,,,216.3,303.0
2020/12,에이프로젠제약,003060,제약,35,80.9,18.5,0.8,-1952.7,2789.0,4741.7,2217.0,2353.8,136.7,0.5,0.5,1.5,,9.8,,9.8,4.5,,,,,1.7,,,303.0,648.0
