period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops,depreciation,amortization,price
2022/03(E),태평양물산,007980,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48149587.0,,,,,,,,,,,
2022/06(E),태평양물산,007980,"섬유,의류,신발,호화품",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48149587.0,,,,,,,,,,,
2020/09,테이팩스,055490,화학,140,1514.7,318.0,50.0,50.0,56.0,44.0,44.0,,1592.0,471.0,1122.0,1122.0,,38.0,44.0,-121.0,-2.0,5.0,39.0,172.0,15.61,13.91,13.85,9.09,41.97,2871.11,,,22440.0,1.35,,,,4717650.0,1429.6,68.1,,21.42,,,,,7.4,1.8,32107.09
2020/12,테이팩스,055490,화학,140,1773.2,320.0,29.0,29.0,21.0,24.0,24.0,,1626.0,482.0,1144.0,1144.0,,38.0,35.0,-21.0,-2.0,17.0,18.0,164.0,9.06,7.63,12.86,8.99,42.12,2930.95,,,22880.0,1.55,500.0,,96.5,4717650.0,1705.7,41.5,,12.97,,,,,7.5,1.8,37586.51
2021/03,테이팩스,055490,화학,140,2425.28,333.0,46.0,46.0,58.0,45.0,45.0,,1677.0,511.0,1166.0,1166.0,,38.0,,-24.0,-2.0,23.0,-23.0,170.0,13.92,13.37,14.79,10.29,43.79,2986.59,,,23320.0,2.08,,,,4717650.0,2327.18,61.9,9.38,18.59,,,,,8.3,1.9,51408.65
2021/06,테이팩스,055490,화학,140,2539.35,363.0,52.0,52.0,58.0,49.0,49.0,,1705.0,490.0,1215.0,1215.0,,38.0,-7.0,38.0,-26.0,61.0,-68.0,170.0,14.39,13.54,14.17,10.04,40.3,3116.78,3240.0,15.68,24300.0,2.09,,,,4717650.0,2446.45,69.5,10.15,19.15,1.9,26680.0,14.35,3540.0,8.8,1.9,53826.59
2021/09,테이팩스,055490,화학,140,3774.0,409.0,65.0,65.0,70.0,55.0,55.0,,1735.0,464.0,1271.0,1271.0,,38.0,40.0,-52.0,,24.0,16.0,176.0,15.9,13.41,14.46,10.39,36.51,3262.05,3460.0,21.82,25420.0,2.97,,,,4717650.0,3663.8,79.1,14.54,19.34,2.65,28500.0,19.66,3840.0,11.5,1.9,79997.46
2021/12(E),테이팩스,055490,화학,140,3125.5,442.0,60.0,,53.0,45.0,54.0,,1810.0,480.0,1330.0,1330.0,,40.0,,,,,,,13.59,10.19,,,36.09,,4060.0,15.4,26600.0,2.35,,,,4717650.0,,60.0,,13.57,2.02,30940.0,14.02,4460.0,,,66251.21
2022/03(E),테이팩스,055490,화학,140,,464.0,76.0,,74.0,62.0,58.0,,,,,,,,,,,,,,16.4,13.48,,,,,4320.0,,,,,,,4717650.0,,,,,,33560.0,,5060.0,,,
2022/06(E),테이팩스,055490,화학,140,,517.0,83.0,,86.0,70.0,72.0,,,,,,,,,,,,,,16.05,13.44,,,,,4780.0,,,,,,,4717650.0,,,,,,36640.0,,5680.0,,,
2020/09,텔코웨어,078000,소프트웨어,33,670.84,88.0,15.0,15.0,18.0,19.0,19.0,,1156.0,74.0,1082.0,1082.0,,50.0,47.0,-98.0,,35.0,12.0,1.0,17.35,21.79,2.51,2.33,6.83,2724.05,,,10820.0,0.62,,,,9702706.0,762.94,17.9,,20.34,,,,,2.5,0.2,6913.95
2020/12,텔코웨어,078000,소프트웨어,33,682.0,154.0,15.0,15.0,17.0,16.0,16.0,,1231.0,131.0,1100.0,1100.0,,50.0,1.0,-33.0,,12.0,-12.0,1.0,9.86,10.16,1.69,1.49,11.89,2759.72,,,11000.0,0.62,480.0,,172.26,9702706.0,741.8,19.4,,12.6,,,,,4.2,0.3,7028.97
2021/03,텔코웨어,078000,소프트웨어,33,651.62,47.0,-25.0,-25.0,-23.0,-23.0,-23.0,,1143.0,92.0,1051.0,1051.0,,50.0,-36.0,86.0,,,-36.0,1.0,-53.1,-47.97,1.56,1.44,8.72,2662.24,,,10510.0,0.62,,,,9702706.0,761.42,-21.3,38.65,-45.32,,,,,4.1,0.1,6715.86
2021/06,텔코웨어,078000,소프트웨어,33,720.36,58.0,-12.0,-12.0,-10.0,-8.0,-8.0,,1116.0,72.0,1044.0,1044.0,,50.0,-13.0,-59.0,-27.0,2.0,-14.0,9.0,-20.08,-13.29,0.42,0.39,6.85,2649.04,40.0,180.09,10440.0,0.69,,,,9702706.0,723.36,-9.8,116.67,-16.9,2.08,3470.0,-102.91,-70.0,1.8,0.1,7424.32
2021/09,텔코웨어,078000,소프트웨어,33,990.0,76.0,7.0,7.0,9.0,10.0,10.0,,1122.0,66.0,1056.0,1056.0,,50.0,31.0,-2.0,,3.0,29.0,1.0,8.87,13.3,-0.43,-0.4,6.27,2671.83,-50.0,-198.0,10560.0,0.94,,,,9702706.0,1030.2,10.1,-643.88,13.29,2.96,3350.0,-66.0,-150.0,3.2,0.1,10203.34
2021/12(E),텔코웨어,078000,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9702706.0,,30.0,,,,,,,,,
2022/03(E),텔코웨어,078000,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9702706.0,,,,,,,,,,,
2022/06(E),텔코웨어,078000,소프트웨어,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9702706.0,,,,,,,,,,,
2020/09,토니모리,214420,화장품,206,1753.48,249.0,-49.0,-49.0,-53.0,-42.0,-39.0,-3.0,2093.0,1295.0,798.0,743.0,55.0,35.0,,-59.0,-52.0,4.0,-4.0,931.0,-19.7,-16.82,-35.7,-14.9,162.16,2092.64,,,3910.53,2.36,,,,19096359.0,948.68,-26.5,,-10.64,,,,,22.2,1.9,9182.27
2020/12,토니모리,214420,화장품,206,1592.58,272.0,-56.0,-56.0,-137.0,-124.0,-113.0,-11.0,1942.0,1257.0,685.0,627.0,58.0,35.0,14.0,20.0,8.0,15.0,-1.0,930.0,-20.5,-45.59,-46.89,-18.21,183.53,1784.9,,,3300.0,2.54,,,,19096359.0,832.88,-114.5,,-42.1,,,,,21.6,1.8,8339.7
2021/03,토니모리,214420,화장품,206,1419.1,274.0,-19.0,-19.0,-14.0,-13.0,-10.0,-3.0,1891.0,1205.0,686.0,617.0,68.0,35.0,-12.0,67.0,-5.0,2.0,-14.0,897.0,-6.94,-4.63,-38.53,-14.39,175.76,1757.52,,,3247.37,2.3,,,,19096359.0,742.9,6.2,-3.76,2.26,,,,,21.6,1.7,7431.26
2021/06,토니모리,214420,화장품,206,1672.22,281.0,-31.0,-31.0,24.0,21.0,25.0,-4.0,2083.0,1341.0,742.0,691.0,52.0,36.0,1.0,-31.0,-18.0,5.0,-4.0,960.0,-10.87,7.63,-18.65,-7.42,180.58,1908.04,-685.0,-12.21,3455.0,2.42,,,,19632252.0,885.62,54.4,-11.02,19.36,1.55,5380.0,-10.79,-775.0,23.0,1.7,8517.72
2021/09,토니모리,214420,화장품,206,1109.0,290.0,-36.0,-36.0,-17.0,-19.0,-19.0,1.0,2008.0,1262.0,746.0,693.0,53.0,37.0,-53.0,-63.0,6.0,10.0,-63.0,922.0,-12.36,-6.4,-16.33,-6.53,169.16,1888.57,-585.0,-9.48,3465.0,1.6,,,,19901482.0,249.8,-17.7,-3.49,-6.1,0.99,5585.0,-7.81,-710.0,20.7,1.3,5572.45
2021/12(E),토니모리,214420,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24054799.0,,,,,,,,,,,
2022/03(E),토니모리,214420,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24054799.0,,,,,,,,,,,
2022/06(E),토니모리,214420,화장품,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24054799.0,,,,,,,,,,,
2020/09,티에이치엔,019180,자동차부품,36,433.5,993.0,35.0,35.0,-33.0,-33.0,-32.0,-1.0,2834.0,2266.0,568.0,578.0,-9.0,90.0,322.0,-68.0,-73.0,83.0,239.0,1254.0,3.55,-3.31,-37.1,-8.69,398.66,-10.53,,,3211.11,0.75,,,,18000000.0,-470.3,-5.4,,-0.54,,,,,20.8,0.1,2408.33
2020/12,티에이치엔,019180,자동차부품,36,464.37,1085.0,32.0,32.0,68.0,79.0,73.0,6.0,2796.0,2128.0,668.0,673.0,-6.0,90.0,-8.0,-35.0,-127.0,12.0,-20.0,1128.0,2.96,7.32,-24.87,-6.31,318.71,154.23,,,3738.89,0.69,30.0,,7.37,18000000.0,-495.43,140.5,,12.95,,,,,34.6,0.1,2579.83
2021/03,티에이치엔,019180,자동차부품,36,573.3,983.0,46.0,46.0,-4.0,-10.0,-6.0,-4.0,3004.0,2276.0,728.0,735.0,-6.0,90.0,-102.0,-58.0,123.0,18.0,-120.0,1266.0,4.67,-1.04,-2.65,-0.74,312.43,141.13,,,4083.33,0.78,,,,18000000.0,-559.2,24.7,-4.08,2.51,,,,,20.8,0.1,3185.0
2021/06,티에이치엔,019180,자동차부품,36,706.33,1042.0,46.0,46.0,198.0,187.0,181.0,6.0,3171.0,2325.0,846.0,851.0,-5.0,90.0,73.0,58.0,37.0,34.0,38.0,1316.0,4.42,17.96,31.42,7.81,274.85,342.19,1200.0,3.27,4727.78,0.83,,,,18000000.0,-301.07,223.9,-0.78,21.49,0.17,22794.44,4.44,883.33,21.1,0.1,3924.06
2021/09,티에이치엔,019180,자동차부품,36,752.0,914.0,74.0,74.0,26.0,16.0,20.0,-4.0,3162.0,2287.0,876.0,883.0,-7.0,90.0,9.0,-194.0,32.0,99.0,-90.0,1357.0,8.13,1.74,36.75,9.07,261.09,363.82,1488.89,2.81,4905.56,0.85,,,,18000000.0,-446.5,55.4,-1.0,6.06,0.19,22355.56,3.8,1100.0,22.4,0.1,4177.78
2021/12(E),티에이치엔,019180,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,
2022/03(E),티에이치엔,019180,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,
2022/06(E),티에이치엔,019180,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000000.0,,,,,,,,,,,
2020/09,TYM,002900,기계,138,1680.96,1839.0,91.0,91.0,51.0,50.0,39.0,10.0,6812.0,5153.0,1659.0,1236.0,423.0,630.0,159.0,-46.0,234.0,49.0,111.0,2430.0,4.93,2.7,10.96,2.28,310.6,145.74,,,980.95,1.36,,,,126004610.0,158.96,141.2,,7.68,,,,,39.1,2.0,1334.05
2020/12,TYM,002900,기계,138,2066.4,1706.0,-12.0,-12.0,-157.0,-130.0,-99.0,-31.0,6569.0,4861.0,1707.0,1260.0,448.0,675.0,295.0,28.0,-458.0,50.0,245.0,2012.0,-0.71,-7.65,2.98,1.0,284.73,131.37,,,933.33,1.64,,,,134954490.0,828.3,25.3,,1.48,,,,,39.1,2.0,1531.18
2021/03,TYM,002900,기계,138,2252.62,2152.0,128.0,128.0,134.0,119.0,73.0,46.0,7040.0,5191.0,1850.0,1357.0,492.0,684.0,252.0,-43.0,29.0,38.0,214.0,2048.0,5.95,5.55,6.17,1.89,280.63,142.24,,,990.51,1.66,,,,136877565.0,1195.92,171.8,2.3,7.98,,,,,37.5,1.9,1645.72
2021/06,TYM,002900,기계,138,2964.32,2466.0,242.0,242.0,183.0,162.0,100.0,62.0,7072.0,4990.0,2082.0,1528.0,554.0,707.0,231.0,-70.0,-243.0,52.0,179.0,1778.0,9.83,6.56,8.34,2.92,239.68,158.73,80.14,26.23,1083.69,1.94,,,,141364744.0,2118.12,285.0,3.4,11.56,0.36,5789.36,6.6,318.44,39.6,2.1,2096.93
2021/09,TYM,002900,기계,138,2646.0,2001.0,35.0,35.0,33.0,4.0,4.0,,7214.0,4945.0,2269.0,2279.0,-10.0,747.0,-123.0,-223.0,211.0,292.0,-415.0,2071.0,1.73,0.21,4.49,2.21,217.97,169.02,52.35,33.92,1529.53,1.16,,,,149368401.0,1377.0,78.7,2.46,3.93,0.32,5587.25,6.73,263.76,36.7,2.2,1771.46
2021/12(E),TYM,002900,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151621147.0,,,,,,,,,,,
2022/03(E),TYM,002900,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151621147.0,,,,,,,,,,,
2022/06(E),TYM,002900,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151621147.0,,,,,,,,,,,
2020/09,티와이홀딩스,363280,건설,42,8503.26,758.0,112.0,112.0,160.0,131.0,81.0,50.0,21096.0,10115.0,10981.0,7459.0,3522.0,194.0,164.0,-256.0,-138.0,10.0,155.0,3747.0,14.72,17.24,,,92.11,3825.47,,,19628.95,1.14,,,,37500902.0,8123.26,168.9,,22.28,,,,,48.3,5.2,22674.81
2020/12,티와이홀딩스,363280,건설,42,9604.32,171.0,-96.0,-96.0,-77.0,3409.0,3334.0,75.0,20036.0,7108.0,12928.0,10914.0,2013.0,194.0,308.0,-1450.0,1292.0,142.0,166.0,2377.0,-56.0,1997.49,,,54.98,5571.8,,,28721.05,0.88,,,,37500902.0,7956.72,-97.1,,-56.78,,,,,20.9,-0.4,25610.9
2021/03,티와이홀딩스,363280,건설,42,9843.28,448.0,-49.0,-49.0,322.0,309.0,288.0,21.0,19758.0,5821.0,13937.0,12004.0,1933.0,207.0,144.0,1195.0,-1285.0,27.0,117.0,1543.0,-10.99,69.02,,,41.77,5760.62,,,30010.0,0.82,,,,40171615.0,9086.88,15.3,,3.42,,,,,58.8,3.3,24503.07
2021/06,티와이홀딩스,363280,건설,42,10945.44,833.0,31.0,31.0,448.0,477.0,406.0,70.0,20296.0,5855.0,14440.0,12438.0,2002.0,207.0,70.0,-157.0,60.0,23.0,47.0,1624.0,3.7,57.25,,,40.55,5953.59,10272.5,2.66,31095.0,0.88,,,,40171615.0,10081.04,53.4,71.75,6.41,4.95,5525.0,-5472.72,-5.0,60.4,3.4,27246.7
2021/09,티와이홀딩스,363280,건설,42,13980.0,780.0,117.0,117.0,809.0,769.0,692.0,77.0,21021.0,5781.0,15240.0,13158.0,2082.0,207.0,94.0,-13.0,-83.0,6.0,88.0,1580.0,15.02,98.58,45.78,23.57,37.94,6274.96,11800.0,2.96,32895.0,1.06,,,,40171615.0,13162.9,152.0,106.5,19.49,6.26,5580.0,4660.0,7.5,60.2,3.3,34800.69
2021/12(E),티와이홀딩스,363280,건설,42,12210.9,880.0,114.0,,722.0,172.0,169.0,,22080.0,6770.0,15310.0,13130.0,,210.0,,,,,,,12.96,19.55,,,44.22,,3049.02,7.85,25745.1,0.93,,,,50929268.0,,114.0,,12.95,4.15,5766.67,57.33,417.65,,,23976.19
2022/03(E),티와이홀딩스,363280,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50929268.0,,,,,,,,,,,
2022/06(E),티와이홀딩스,363280,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50929268.0,,,,,,,,,,,
2020/09,티웨이항공,091810,항공사,187,1467.63,486.0,-311.0,-311.0,-304.0,-323.0,-323.0,,6306.0,5597.0,709.0,709.0,,235.0,6.0,-160.0,-229.0,12.0,-6.0,3757.0,-63.96,-66.51,-94.36,-17.96,789.13,194.44,,,998.59,2.07,,,,70721488.0,-2085.77,-42.4,,-8.72,,,,,265.1,3.3,2075.23
2020/12,티웨이항공,091810,항공사,187,2749.5,468.0,-723.0,-723.0,-500.0,-205.0,-205.0,,7058.0,5888.0,1170.0,1170.0,,552.0,-99.0,-203.0,422.0,12.0,-111.0,3412.0,-154.61,-43.77,-90.15,-18.22,503.31,108.89,,,1063.64,2.35,,,,110330279.0,-341.1,-411.1,,-87.84,,,,,257.6,3.1,2492.06
2021/03,티웨이항공,091810,항공사,187,3072.48,353.0,-454.0,-454.0,-626.0,-494.0,-494.0,,6821.0,6129.0,692.0,692.0,,552.0,5.0,-2.0,-244.0,2.0,4.0,3344.0,-128.78,-139.94,-137.13,-22.17,885.75,22.25,,,629.09,4.44,,,,110330279.0,-190.22,-216.8,0.22,-61.42,,,,,234.4,2.8,2784.8
2021/06,티웨이항공,091810,항공사,187,5724.05,568.0,-347.0,-347.0,-400.0,-305.0,-305.0,,7372.0,6177.0,1195.0,1195.0,,711.0,120.0,-603.0,534.0,3.0,117.0,3161.0,-61.18,-53.68,-119.17,-18.71,517.07,65.31,-1206.36,-4.31,1086.36,4.79,,,,110330279.0,2695.25,-113.8,-3.44,-20.04,3.05,1704.55,-3.12,-1668.18,231.5,2.6,5188.1
2021/09,티웨이항공,091810,항공사,187,3812.0,530.0,-390.0,-390.0,-581.0,-452.0,-452.0,,7215.0,6460.0,755.0,755.0,,711.0,-83.0,375.0,-238.0,14.0,-97.0,3308.0,-73.64,-85.22,-198.78,-21.52,855.84,3.15,-1323.64,-2.62,686.36,5.05,,,,110330279.0,691.2,-165.9,-0.76,-31.3,1.99,1744.55,-1.99,-1740.0,223.1,2.6,3455.08
2021/12(E),티웨이항공,091810,항공사,187,4905.75,610.0,-375.0,,-796.0,-340.0,-575.0,,8020.0,7245.0,775.0,775.0,,710.0,,,,,,,-61.48,-55.74,,,934.84,,-1660.0,-2.69,704.55,6.33,,,,110330279.0,,-361.0,,-59.18,2.38,1873.64,-3.13,-1423.64,,,4446.42
2022/03(E),티웨이항공,091810,항공사,187,,560.0,-480.0,,,-440.0,,,,,,,,,,,,,,,-85.71,-78.57,,,,,,,,,,,,110330279.0,,,,,,2061.82,,-1447.27,,,
2022/06(E),티웨이항공,091810,항공사,187,,710.0,-430.0,,,-400.0,,,,,,,,,,,,,,,-60.56,-56.34,,,,,,,,,,,,110330279.0,,,,,,2190.91,,-1522.73,,,
2020/09,티웨이홀딩스,004870,항공사,187,755.08,503.0,-320.0,-320.0,-313.0,-332.0,-198.0,-134.0,6937.0,5707.0,1230.0,878.0,352.0,383.0,-4.0,-151.0,-200.0,12.0,-15.0,3787.0,-63.57,-66.04,-61.83,-17.16,463.78,129.1,,,1009.2,0.86,,,,87173359.0,-2777.52,-48.5,,-9.64,,,,,266.8,4.2,866.18
2020/12,티웨이홀딩스,004870,항공사,187,831.67,499.0,-730.0,-730.0,-515.0,-223.0,-126.0,-97.0,7661.0,6284.0,1377.0,763.0,615.0,383.0,-98.0,-218.0,402.0,12.0,-110.0,3653.0,-146.25,-44.61,-71.98,-17.64,456.23,98.88,,,877.01,1.09,,,,87173361.0,-2482.63,-415.0,,-83.17,,,,,259.4,4.1,954.04
2021/03,티웨이홀딩스,004870,항공사,187,1119.46,385.0,-456.0,-456.0,-635.0,-502.0,-269.0,-233.0,7426.0,6535.0,891.0,502.0,389.0,383.0,10.0,-2.0,-244.0,2.0,7.0,3593.0,-118.35,-130.5,-96.23,-21.26,733.71,30.8,,,577.01,2.23,,,,87193611.0,-2371.54,-215.5,2.64,-55.97,,,,,236.1,3.8,1283.88
2021/06,티웨이홀딩스,004870,항공사,187,1208.0,607.0,-342.0,-342.0,-421.0,-320.0,-140.0,-180.0,7986.0,6601.0,1385.0,604.0,780.0,387.0,125.0,-597.0,538.0,3.0,122.0,3417.0,-56.35,-52.73,-87.2,-17.88,476.72,56.06,-832.95,-1.65,686.36,2.0,,,,88055797.0,-2041.1,-105.5,2.6,-17.38,0.61,2265.91,-0.65,-2100.0,233.2,3.6,1371.86
2021/09,티웨이홀딩스,004870,항공사,187,778.0,554.0,-393.0,-393.0,-592.0,-462.0,-195.0,-267.0,7821.0,6887.0,935.0,414.0,521.0,387.0,-93.0,373.0,-241.0,14.0,-107.0,3573.0,-70.85,-83.36,-112.92,-20.43,736.71,6.81,-829.55,-1.07,470.45,1.88,,,,88068985.0,-2586.7,-165.5,2.87,-29.87,0.38,2323.86,-0.4,-2182.95,224.8,3.6,883.4
2021/12(E),티웨이홀딩스,004870,항공사,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109472167.0,,,,,,,,,,,
2022/03(E),티웨이홀딩스,004870,항공사,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109472167.0,,,,,,,,,,,
2022/06(E),티웨이홀딩스,004870,항공사,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109472167.0,,,,,,,,,,,
2020/09,파미셀,005690,화학,140,10827.3,79.0,12.0,12.0,10.0,7.0,7.0,,674.0,113.0,561.0,561.0,,300.0,32.0,-1.0,,2.0,30.0,31.0,15.8,9.17,13.1,10.78,20.17,87.43,,,935.0,19.3,,,,59958950.0,11005.1,13.7,,17.34,,,,,3.8,0.6,18057.85
2020/12,파미셀,005690,화학,140,10369.36,90.0,13.0,13.0,-5.0,7.0,7.0,,697.0,126.0,571.0,571.0,,300.0,,9.0,,1.0,-1.0,31.0,14.94,7.65,9.65,7.88,22.13,90.86,,,951.67,18.16,,,,59958950.0,10547.76,-0.9,,-1.0,,,,,3.9,0.6,17294.1
2021/03,파미셀,005690,화학,140,9021.1,122.0,14.0,14.0,19.0,19.0,19.0,,723.0,133.0,590.0,590.0,,300.0,-7.0,-9.0,1.0,7.0,-14.0,32.0,11.56,15.58,11.28,9.2,22.54,97.18,,,983.33,15.29,,,,59958950.0,9188.8,23.3,118.87,19.1,,,,,4.2,0.2,15045.46
2021/06,파미셀,005690,화학,140,10887.48,138.0,34.0,34.0,22.0,22.0,22.0,,941.0,329.0,612.0,612.0,,300.0,32.0,-66.0,188.0,5.0,26.0,157.0,24.65,15.79,9.4,6.78,53.75,104.43,91.67,197.95,1020.0,17.79,,,,59958950.0,11083.68,36.4,152.88,26.38,25.38,715.0,149.14,121.67,3.1,0.2,18158.22
2021/09,파미셀,005690,화학,140,6655.0,132.0,34.0,34.0,36.0,36.0,36.0,,978.0,331.0,647.0,647.0,,300.0,36.0,-9.0,,6.0,30.0,165.0,25.81,27.14,13.79,10.08,51.11,116.36,140.0,79.23,1078.33,10.29,,,,59958950.0,6878.8,46.7,65.2,35.38,13.81,803.33,70.05,158.33,3.8,0.2,11099.26
2021/12(E),파미셀,005690,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59958950.0,,,,,,,,,,,
2022/03(E),파미셀,005690,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59958950.0,,,,,,,,,,,
2022/06(E),파미셀,005690,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59958950.0,,,,,,,,,,,
2020/09,팜스코,036580,식품,38,1686.16,3275.0,31.0,31.0,15.0,-4.0,,-4.0,11062.0,7989.0,3073.0,3011.0,62.0,184.0,-128.0,-613.0,628.0,87.0,-215.0,6312.0,0.95,-0.14,1.38,0.28,259.98,1753.37,,,8137.84,0.56,,,,36727943.0,-3778.04,-98.6,,-3.01,,,,,-113.0,-0.9,4590.95
2020/12,팜스코,036580,식품,38,1690.05,3609.0,87.0,87.0,74.0,12.0,13.0,-1.0,9893.0,6822.0,3072.0,2965.0,106.0,184.0,216.0,740.0,-930.0,167.0,49.0,5142.0,2.4,0.33,4.21,1.17,222.1,1761.16,,,8013.51,0.57,100.0,,265.56,36727943.0,-2596.95,356.2,,9.87,,,,,297.3,1.8,4601.54
2021/03,팜스코,036580,식품,38,2472.8,3524.0,218.0,218.0,210.0,154.0,155.0,-1.0,10327.0,7131.0,3196.0,3091.0,105.0,184.0,294.0,-608.0,163.0,72.0,222.0,5448.0,6.17,4.37,15.8,4.46,223.11,1826.19,,,8354.05,0.8,,,,36727943.0,-2265.7,262.9,-3.09,7.46,,,,,51.9,0.4,6732.75
2021/06,팜스코,036580,식품,38,2520.96,3777.0,152.0,152.0,171.0,144.0,146.0,-2.0,10591.0,7196.0,3396.0,3232.0,164.0,184.0,-6.0,-84.0,165.0,50.0,-55.0,5553.0,4.03,3.81,10.02,2.89,211.91,1905.01,,,8735.14,0.78,,,,36727943.0,-2250.24,123.8,-3.49,3.28,0.18,38337.84,5.17,1318.92,-51.9,-0.4,6863.87
2021/09,팜스코,036580,식품,38,2307.0,3779.0,103.0,103.0,33.0,35.0,36.0,-1.0,11166.0,7720.0,3446.0,3283.0,163.0,184.0,169.0,-346.0,76.0,73.0,96.0,5802.0,2.72,0.93,11.12,3.11,224.04,1924.43,945.95,6.59,8872.97,0.7,,,,36727943.0,-2811.1,99.2,-3.34,2.63,0.16,39700.0,4.12,1513.51,,,6281.32
2021/12(E),팜스코,036580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36727943.0,,,,,,,,,,,
2022/03(E),팜스코,036580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36727943.0,,,,,,,,,,,
2022/06(E),팜스코,036580,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36727943.0,,,,,,,,,,,
2020/09,팜젠사이언스,004720,제약,35,2197.42,237.0,1.0,1.0,25.0,25.0,25.0,,1069.0,286.0,783.0,782.0,1.0,74.0,12.0,-30.0,-2.0,17.0,-5.0,19.0,0.49,10.38,3.24,2.07,36.53,970.98,,,5213.33,2.81,,,,14712933.0,2263.62,26.7,,11.27,,,,,7.4,0.3,14935.3
2020/12,팜젠사이언스,004720,제약,35,1653.3,261.0,-18.0,-18.0,80.0,62.0,63.0,-1.0,1355.0,520.0,836.0,835.0,,74.0,-3.0,-20.0,197.0,,-3.0,214.0,-6.84,23.83,13.21,7.75,62.19,1080.83,,,5566.67,1.98,,,,14712933.0,1698.5,-18.6,,-7.13,,,,,7.3,0.5,11237.05
2021/03,팜젠사이언스,004720,제약,35,1311.5,240.0,-14.0,-14.0,291.0,223.0,224.0,,1659.0,584.0,1075.0,1075.0,,74.0,12.0,-80.0,-2.0,99.0,-87.0,213.0,-5.8,92.96,38.08,24.46,54.32,1384.76,,,7166.67,1.22,,,,14712933.0,1288.4,-6.3,45.21,-2.62,,,,,7.0,0.4,8913.93
2021/06,팜젠사이언스,004720,제약,35,1716.76,260.0,-53.0,-53.0,-91.0,-69.0,-69.0,,1954.0,926.0,1028.0,1028.0,,74.0,10.0,-144.0,300.0,177.0,-167.0,515.0,-20.21,-26.65,28.07,16.08,90.04,1315.49,1620.0,7.06,6853.33,1.67,,,,14712933.0,1557.26,-46.4,-34.92,-17.85,1.72,6653.33,-20.44,-560.0,7.4,0.4,11668.37
2021/09,팜젠사이언스,004720,제약,35,1433.0,273.0,9.0,9.0,51.0,38.0,38.0,,2045.0,957.0,1088.0,1088.0,,74.0,24.0,-58.0,6.0,20.0,4.0,525.0,3.17,13.74,27.25,16.29,87.92,1366.48,1706.67,5.6,7253.33,1.32,,,,14712933.0,1235.8,18.1,-23.23,6.63,1.39,6893.33,-18.86,-506.67,7.0,0.4,9739.73
2021/12(E),팜젠사이언스,004720,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15477041.0,,,,,,,,,,,
2022/03(E),팜젠사이언스,004720,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15477041.0,,,,,,,,,,,
2022/06(E),팜젠사이언스,004720,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15477041.0,,,,,,,,,,,
