period,shareName,shareCode,marketName,marketCode,assets,currentAssets,inventory,shortTermFinancialAssets,accountsReceivables,contractAssets,otherCurrentAssets,cashAndEquivalents,nonCurrentAssetsHeldForSaleOrDisposedAssets,nonCurrentAssets,tangibleAssets,intangibleAssets,InvestmentProperty,investments,longTermAccountsReceivables,deferredIncomeTaxAssets,otherNonCurrentAssets,liabilities,currentLiabilities,shorTermBonds,shorTermBorrowings,longTernCurrentLiabilities,currentFinancialLiabilities,accountsPayable,currentPortionOfProvision,currentDeferredIncomeTaxLiabilities,contractLiabilities,returnLiabilities,otherCurrentLiabilities,nonCurrentLiabilities,bonds,longTermBorrowings,nonCurrentFinancialLiabilities,longTermAccountsPayable,nonCurrentPortionOfProvision,deferredIncomeTaxLiabilities,otherNonCurrentLiabilities,interestBearingLiabilities,netDebt,capex,equity,controllingInterest,commonStock,hybridSecurities,capitalSurplus,capitalAdjustments,retainedEarnings
2021/09,삼영엠텍,054540,조선,215,1160.5,624.0,194.3,121.3,98.5,,11.9,66.9,,536.4,373.8,11.1,19.6,125.9,2.6,0.2,3.2,336.2,305.1,,217.5,5.1,2.9,54.0,0.5,6.1,,,19.0,31.1,,15.4,1.3,2.5,,,2.1,241.0,-76.1,10.4,824.2,799.0,75.1,,185.1,-10.9,537.7
2021/12(E),삼영엠텍,054540,조선,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼영이엔씨,065570,조선,215,997.9,639.0,344.6,79.2,148.7,,21.1,45.3,,359.0,178.1,124.4,,4.6,1.0,47.2,3.7,261.3,163.8,,75.0,1.6,,56.8,,,,,30.4,97.5,88.6,,2.1,,,,,174.1,51.9,18.8,736.6,736.6,44.0,,84.7,-29.4,637.3
2020/09,삼영이엔씨,065570,조선,215,987.5,625.2,333.2,59.5,140.8,,23.7,67.9,,362.3,177.2,127.6,,4.7,1.3,47.8,3.7,254.1,155.4,,75.0,1.6,,41.9,,,,,36.9,98.8,89.9,,2.1,,,,,175.3,107.4,24.1,733.3,733.3,44.0,,84.7,-32.7,637.3
2020/12,삼영이엔씨,065570,조선,215,1000.6,660.3,310.1,41.5,119.2,,22.5,96.1,,340.3,174.7,98.5,,6.2,,56.3,4.7,255.9,147.5,,75.0,1.9,,39.1,,,,,31.5,108.4,97.6,,10.8,,,,,177.3,-27.7,25.1,744.7,744.7,44.0,,92.4,,608.3
2021/03,삼영이엔씨,065570,조선,215,1007.2,654.7,335.7,,128.6,,27.2,88.6,,352.5,172.2,102.6,,5.0,2.0,66.5,4.1,253.4,186.9,,105.0,1.8,,44.0,,,,,36.1,66.5,59.1,,7.5,,,,,168.2,5.2,1.3,753.8,753.8,48.0,,115.5,,590.4
2021/06,삼영이엔씨,065570,조선,215,1023.1,681.7,356.1,34.0,157.1,,39.8,75.2,,341.4,169.8,95.5,,5.2,2.2,64.4,4.4,259.6,257.3,,105.0,61.7,4.7,50.5,,,,,35.4,2.2,,,2.2,,,,,168.9,74.3,1.9,763.6,763.6,48.0,,113.3,,602.3
2021/09,삼영이엔씨,065570,조선,215,1017.1,677.2,348.7,,173.0,,53.7,55.7,,339.9,167.7,93.3,,5.4,2.2,67.2,4.1,289.9,287.9,60.0,130.0,,2.0,52.7,,,,,38.5,2.0,,,2.0,,,,,198.7,97.0,3.2,727.1,727.1,48.0,,113.3,-29.2,595.1
2021/12(E),삼영이엔씨,065570,조선,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼일,032280,항공화물운송과물류,234,1000.4,190.7,3.2,0.1,128.8,,0.6,36.1,21.9,809.7,785.3,5.5,,13.5,,5.4,,467.8,306.7,,70.0,26.0,7.9,200.5,1.6,,,,0.7,161.1,,153.0,5.2,,,,0.5,262.1,226.0,18.7,532.6,532.6,162.1,,158.5,-16.6,234.0
2020/09,삼일,032280,항공화물운송과물류,234,1068.3,217.0,3.0,0.1,149.7,,2.0,62.2,,851.3,828.3,5.5,,13.8,,0.6,3.1,490.2,315.9,,72.0,26.0,7.6,204.6,1.6,3.1,,,0.9,174.4,,169.4,4.4,,,,0.5,279.4,217.1,69.0,578.1,578.1,162.1,,158.5,-16.6,279.5
2020/12,삼일,032280,항공화물운송과물류,234,1112.7,207.9,3.1,,147.8,,9.5,47.5,,904.8,887.1,5.5,,8.2,,3.7,0.3,511.3,344.8,,90.0,53.0,6.7,189.9,1.3,3.1,,,0.8,166.5,,162.8,3.4,,0.4,,,315.9,268.3,148.2,601.4,601.4,162.1,,158.5,-16.6,302.8
2021/03,삼일,032280,항공화물운송과물류,234,1068.4,160.9,3.5,0.3,138.3,,9.7,9.2,,907.5,889.6,5.5,,8.0,,3.4,1.1,475.3,299.5,,90.0,53.0,6.6,146.3,1.3,1.7,,,0.7,175.8,,172.8,2.6,,0.4,,,325.0,315.8,9.7,593.1,593.1,162.1,,158.5,-16.6,294.5
2021/06,삼일,032280,항공화물운송과물류,234,1058.9,156.7,3.9,,145.6,,6.5,0.6,,902.3,881.9,5.5,,8.3,,5.3,1.3,468.4,295.5,,91.8,53.0,3.5,142.3,1.3,,,,3.6,173.0,,170.8,1.8,,0.4,,,320.9,320.2,9.9,590.5,590.5,162.1,,158.5,-16.6,291.9
2021/09,삼일,032280,항공화물운송과물류,234,1069.4,173.4,4.6,0.0,132.8,,7.1,28.9,,896.1,875.4,5.5,,8.6,,2.9,3.7,457.5,287.3,,97.7,53.0,3.5,128.5,1.3,2.7,,,0.7,170.2,,168.8,1.0,,,,0.4,324.0,295.1,11.0,612.0,612.0,162.1,,173.8,-9.0,290.4
2021/12(E),삼일,032280,항공화물운송과물류,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼일기업공사,002290,건설,42,706.7,625.8,24.6,,100.0,,7.5,493.6,,80.9,40.0,4.4,,34.1,,2.4,0.1,113.5,105.1,,,,0.1,99.6,,5.5,,,0.0,8.4,,,,5.3,3.1,,,0.1,-493.6,0.1,593.2,593.2,62.0,,,,531.2
2020/09,삼일기업공사,002290,건설,42,642.6,563.3,24.5,,92.8,,4.9,440.9,,79.3,39.7,4.4,,32.8,,2.4,,46.5,37.9,,,,,36.2,,1.6,,,,8.7,,,,5.8,2.9,,,,-441.0,0.2,596.1,596.1,62.0,,,,534.1
2020/12,삼일기업공사,002290,건설,42,682.0,596.1,24.3,,103.0,,4.2,464.4,,86.0,16.1,4.4,24.0,38.9,,2.6,,82.1,72.6,,,,,70.0,,2.6,,,,9.5,,,,5.8,3.7,,,,-464.5,0.7,600.0,600.0,62.0,,,,538.0
2021/03,삼일기업공사,002290,건설,42,668.7,583.2,24.3,,125.4,,13.0,420.3,,85.6,16.0,4.4,23.9,38.7,,2.5,,61.3,52.0,,,,,49.8,,2.2,,,,9.3,,,,5.6,3.7,,,,-420.4,0.1,607.4,607.4,62.0,,,,545.4
2021/06,삼일기업공사,002290,건설,42,716.8,632.3,24.3,262.3,145.5,,9.5,190.6,,84.4,15.9,4.4,23.8,37.9,,2.4,,114.7,105.7,,,,,100.0,,3.1,,,2.6,9.0,,,,5.6,3.4,,,,-453.0,0.1,602.0,602.0,62.0,,,,540.0
2021/09,삼일기업공사,002290,건설,42,694.2,609.4,,262.3,120.9,,5.5,220.6,,84.8,16.1,4.4,23.7,38.1,,2.5,,85.0,75.5,,,,,73.0,,2.5,,,,9.5,,,,5.8,3.7,,,,-483.0,0.5,609.2,609.2,62.0,,,,547.2
2021/12(E),삼일기업공사,002290,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼지전자,037460,통신장비,136,6815.9,4392.7,1287.1,0.3,1961.0,,109.8,645.0,350.7,2423.2,678.3,179.4,360.5,1112.6,,52.7,39.7,3353.8,2805.0,208.3,1002.6,230.0,1.0,1127.1,,59.0,,,148.3,548.8,,336.0,,,,192.9,0.1,1814.0,1139.2,23.7,3462.1,2122.5,83.1,,529.4,-62.3,1208.5
2020/09,삼지전자,037460,통신장비,136,6919.4,4480.2,1117.6,39.9,2281.6,,95.3,943.3,,2439.2,676.9,180.0,355.6,1141.6,,51.2,33.9,3352.2,2846.1,210.7,1078.7,8.0,26.0,1281.3,,61.7,,,179.7,506.1,,334.0,7.5,,,148.0,,1631.5,686.6,28.0,3567.2,2180.9,83.1,,529.4,-87.3,1495.4
2020/12,삼지전자,037460,통신장비,136,6131.4,3838.7,1005.2,51.6,2039.2,,80.3,654.5,,2292.7,637.1,176.4,435.9,1002.7,,4.4,36.3,2533.5,2027.0,213.2,501.9,38.0,14.2,1049.0,12.0,79.8,,,119.0,506.5,,302.0,7.9,7.9,,184.4,0.7,1077.0,408.2,36.8,3597.9,2197.4,83.1,,529.4,-86.3,1558.6
2021/03,삼지전자,037460,통신장비,136,8396.8,6739.2,1412.9,1.5,3888.6,,180.3,1206.0,,1657.6,717.0,182.8,435.9,281.2,,3.6,37.2,4724.6,4180.7,215.7,1166.4,78.0,42.7,2300.7,,97.0,,,280.2,543.9,,310.0,19.4,,,203.0,0.6,1793.1,558.5,9.3,3672.1,2253.6,83.1,,529.4,-85.3,1569.0
2021/06,삼지전자,037460,통신장비,136,8011.8,6332.3,1862.0,3.6,3151.4,,191.2,1093.5,,1679.5,718.6,186.3,436.0,286.7,,6.2,45.8,4206.8,3635.3,,1812.4,76.0,32.2,1348.5,,79.3,,,286.9,571.5,,307.5,21.6,,,226.1,0.5,2227.6,1103.9,16.2,3805.0,2314.4,83.1,,529.4,-84.4,1621.4
2021/09,삼지전자,037460,통신장비,136,9076.4,7351.6,1984.1,,3829.6,,186.6,1315.9,,1724.8,819.1,184.7,372.4,292.9,,12.9,42.8,5008.5,4422.0,,2353.9,44.0,37.6,1426.4,,103.0,,,436.2,586.6,,305.0,,,,244.4,0.4,2745.9,1395.3,32.3,4067.8,2452.7,83.1,,529.4,-83.8,1747.5
2021/12(E),삼지전자,037460,통신장비,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼진,032750,전자제품,213,979.6,594.5,129.4,120.0,172.6,,14.5,158.0,,385.1,259.9,6.9,88.4,24.1,0.9,2.8,2.2,170.3,139.2,,,,,117.4,,20.6,,,1.3,31.1,,,,,,31.0,,,-278.0,5.6,809.3,808.4,30.0,,-0.2,,768.8
2020/09,삼진,032750,전자제품,213,1032.0,656.9,99.8,90.0,233.7,,24.2,208.6,,375.1,250.7,6.5,88.4,24.2,0.9,3.1,1.4,205.3,173.9,,,,,150.6,,21.0,,,2.3,31.4,,,,,,31.3,,,-298.6,8.4,826.7,826.1,30.0,,-0.8,,789.3
2020/12,삼진,032750,전자제품,213,1016.5,643.6,156.6,168.9,136.5,,25.7,155.4,,372.9,256.3,5.3,88.3,21.1,,0.1,1.8,200.6,169.7,,,2.2,,149.9,,9.0,,,8.6,31.0,,,,,,30.9,,2.2,-322.1,22.9,815.9,815.2,30.0,,-0.9,,783.3
2021/03,삼진,032750,전자제품,213,1018.0,650.6,166.8,109.7,229.6,,21.8,122.3,,367.4,252.2,5.2,88.3,20.0,0.7,0.1,0.9,188.2,156.3,,,2.2,,138.4,,12.4,,,3.3,31.8,,,,,,31.8,,2.2,-229.8,1.9,829.9,829.2,30.0,,-0.9,,791.7
2021/06,삼진,032750,전자제품,213,1044.3,727.8,228.6,99.8,185.8,,12.5,117.2,82.8,316.5,264.7,8.2,5.5,36.6,,0.5,1.0,199.4,164.4,,,2.2,,141.3,,6.5,,,14.4,35.0,,,,,,34.8,,2.2,-214.8,21.8,844.9,844.3,30.0,,-0.9,,806.8
2021/09,삼진,032750,전자제품,213,1133.1,815.6,222.4,203.9,233.8,,14.2,138.8,,317.5,264.5,8.1,5.5,38.3,,0.9,0.3,201.2,165.8,,,2.4,,141.7,,19.6,,,2.1,35.5,,,,,,35.2,,2.4,-340.3,23.5,931.9,931.2,30.0,,-0.9,,884.3
2021/12(E),삼진,032750,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼진엘앤디,054090,디스플레이장비및부품,199,1630.0,855.6,268.4,12.6,323.2,,31.3,220.1,,774.4,639.6,29.2,1.6,27.2,1.0,71.7,4.2,726.7,572.0,,203.3,37.1,4.6,308.4,,11.5,,,7.0,154.7,,147.2,1.1,0.4,,,,393.3,162.1,20.0,903.3,901.0,124.8,,486.1,-38.6,324.3
2020/09,삼진엘앤디,054090,디스플레이장비및부품,199,1667.1,909.8,300.8,17.7,300.7,,46.5,242.8,,757.4,630.0,28.5,1.6,22.9,0.8,70.4,3.2,758.2,611.9,,260.7,34.8,8.1,294.1,,10.8,,,3.4,146.2,,137.7,1.6,0.4,,,,442.8,186.7,32.9,909.0,906.1,124.8,,486.1,-38.6,330.2
2020/12,삼진엘앤디,054090,디스플레이장비및부품,199,1589.8,841.2,278.0,13.4,288.6,,44.2,216.3,,748.6,611.7,26.8,1.6,21.2,6.0,78.8,2.5,728.4,581.2,,256.3,32.0,8.4,279.6,,2.2,,,2.7,147.2,,122.2,17.0,0.3,,,,435.9,213.9,35.5,861.4,858.5,124.8,,486.1,-38.6,303.0
2021/03,삼진엘앤디,054090,디스플레이장비및부품,199,1786.7,1032.4,324.6,10.8,356.1,,62.5,271.4,,754.3,621.6,27.4,1.6,15.2,5.9,80.3,2.2,856.0,711.8,,253.5,37.4,8.1,408.1,,1.8,,,3.0,144.2,,114.6,18.7,0.3,,,,432.2,157.6,10.6,930.7,927.6,124.8,,515.1,-7.8,290.7
2021/06,삼진엘앤디,054090,디스플레이장비및부품,199,1807.6,1055.6,328.7,13.0,391.2,,66.3,255.6,,752.0,625.1,27.2,1.5,16.4,4.8,75.0,2.0,890.6,719.8,,275.8,46.1,7.7,387.4,,0.8,,,2.0,170.8,,147.3,16.9,0.3,,,,493.8,232.8,34.0,917.0,913.7,124.8,,508.7,-7.8,279.1
2021/09,삼진엘앤디,054090,디스플레이장비및부품,199,1864.4,1069.4,319.2,10.9,417.4,,59.9,260.1,,795.0,657.8,28.4,1.5,22.6,4.2,76.4,4.1,908.5,727.1,,301.8,46.7,12.4,362.4,,0.8,,,3.0,181.4,,147.0,28.5,0.2,,,,536.5,269.4,45.3,955.9,952.3,124.8,,508.2,-7.3,293.2
2021/12(E),삼진엘앤디,054090,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼천당제약,000250,제약,35,2901.3,1597.6,238.0,438.7,411.1,,33.9,470.0,,1303.7,584.9,316.8,19.6,323.1,13.3,46.0,,628.8,395.8,,28.2,113.9,47.2,175.1,,12.8,,,0.1,233.0,75.9,,48.9,1.0,,,,248.6,-616.6,36.3,2272.5,1599.2,110.5,,197.4,-19.9,1308.6
2020/09,삼천당제약,000250,제약,35,3083.0,1762.3,249.1,518.5,405.4,,29.0,530.3,,1320.7,578.5,322.8,19.5,346.5,13.3,40.0,,582.5,345.4,,126.2,,7.0,179.4,,13.8,,,,237.1,,100.0,22.2,,,,,255.3,-775.4,45.2,2500.5,1813.4,113.8,,501.2,-19.9,1218.2
2020/12,삼천당제약,000250,제약,35,3170.8,1665.3,253.4,467.9,319.5,,26.2,589.4,,1505.5,632.8,328.7,19.5,490.1,15.6,18.9,,593.8,236.6,,20.1,,9.1,177.3,,10.9,,,0.9,357.2,,200.0,41.5,,,,,270.7,-748.9,86.8,2577.0,1866.3,113.8,,501.2,-19.9,1269.9
2021/03,삼천당제약,000250,제약,35,3453.3,1732.4,238.8,505.6,351.3,,24.9,602.4,,1721.0,650.8,335.6,19.4,648.5,14.0,52.7,,918.6,565.2,248.0,18.2,,62.4,202.6,,15.7,,,0.5,353.4,,200.0,32.2,,,,,505.7,-567.3,42.1,2534.7,1823.5,113.8,,501.2,-19.9,1227.4
2021/06,삼천당제약,000250,제약,35,3455.5,1866.9,237.6,443.4,349.8,,49.1,776.9,,1588.6,649.9,343.8,19.3,497.7,10.0,56.6,11.3,919.7,325.7,,19.9,,55.5,215.7,,16.9,,,,594.0,252.2,200.0,33.5,,0.7,,,513.3,-672.9,54.3,2535.7,1815.0,113.8,,501.2,-19.9,1214.1
2021/09,삼천당제약,000250,제약,35,3436.4,1722.5,261.7,443.2,328.0,,45.9,633.9,,1713.9,662.4,368.2,19.3,512.5,10.0,129.6,11.8,920.4,515.9,,22.7,200.0,55.2,202.2,,18.0,,,,404.5,256.4,,32.5,,0.7,,,519.0,-524.0,82.1,2516.0,1776.0,113.8,,501.2,-19.9,1173.2
2021/12(E),삼천당제약,000250,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼천리자전거,024950,레저용장비와제품,219,1313.7,838.5,97.3,11.9,128.4,,18.5,103.5,478.8,475.2,417.3,16.9,,15.3,13.4,,12.2,645.7,602.2,,460.6,,10.7,99.1,,8.7,,,2.2,43.5,,,28.3,,3.4,,,473.1,369.6,0.2,668.0,668.0,66.4,,530.3,-75.4,150.6
2020/09,삼천리자전거,024950,레저용장비와제품,219,1248.1,779.5,84.4,11.1,103.5,,38.8,62.8,478.8,468.6,415.2,9.6,,15.6,15.1,,13.2,548.1,500.1,,367.4,,12.1,63.9,,13.5,,,24.0,48.0,,,28.6,,4.0,,,380.7,317.9,0.2,700.0,700.0,66.4,,530.3,-75.6,178.9
2020/12,삼천리자전거,024950,레저용장비와제품,219,1268.9,802.1,156.1,39.8,48.3,,31.0,82.1,444.7,466.9,413.2,8.9,,8.4,14.9,,21.5,334.7,289.8,,178.0,,11.8,54.3,,5.0,,,2.9,45.0,,,35.8,,2.2,5.0,,197.6,115.5,0.1,934.2,934.2,66.4,,530.3,-74.9,411.7
2021/03,삼천리자전거,024950,레저용장비와제품,219,1500.2,1032.1,134.2,38.6,126.2,,36.2,252.0,444.7,468.2,413.0,8.1,,8.3,15.9,,23.0,516.5,466.7,,303.4,,14.0,107.7,,23.1,,,2.8,49.7,,,37.4,,2.2,5.0,,325.8,73.8,1.5,983.8,983.8,66.4,,530.3,-74.4,460.8
2021/06,삼천리자전거,024950,레저용장비와제품,219,1321.4,427.2,140.8,9.8,103.2,,13.4,160.0,,894.2,411.7,9.0,,431.2,16.0,5.4,20.9,297.3,253.2,,110.0,,14.3,76.3,,13.1,,,2.6,44.1,,,36.4,,2.5,0.9,,130.5,-29.5,2.1,1024.1,1024.1,66.4,,530.3,-74.3,486.0
2021/09,삼천리자전거,024950,레저용장비와제품,219,1302.7,436.7,93.6,9.1,85.6,,21.0,227.2,,866.0,409.4,8.2,,419.7,4.6,5.4,18.9,280.4,235.5,,110.0,,14.0,60.2,,6.3,,,2.7,44.9,,,34.9,,2.5,0.9,,128.6,-98.6,2.1,1022.3,1022.3,66.4,,530.3,-73.9,497.2
2021/12(E),삼천리자전거,024950,레저용장비와제품,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼표시멘트,038500,건축자재,162,13296.8,1986.2,675.9,,760.3,,50.1,499.8,,11310.7,8732.3,2199.9,4.5,29.8,51.2,262.2,30.9,6918.5,2573.6,,588.4,972.2,18.5,852.4,18.5,30.7,,,86.4,4344.9,150.0,2898.2,552.4,42.3,170.6,,,5060.8,4561.0,219.8,6378.3,6377.2,536.8,,2311.1,-1.8,3593.1
2020/09,삼표시멘트,038500,건축자재,162,12998.5,1731.1,629.8,,685.5,,50.9,364.2,,11267.4,8685.2,2194.0,4.5,29.8,57.7,267.3,28.9,6660.1,2629.2,,629.5,1137.7,18.2,738.1,18.5,,,,85.6,4030.9,,2722.6,552.8,41.8,170.6,,,4940.1,4575.9,370.9,6338.3,6337.3,536.8,,2311.1,-1.8,3553.0
2020/12,삼표시멘트,038500,건축자재,162,13493.0,2053.4,556.1,,880.7,,39.7,576.9,,11439.6,8798.0,2262.3,4.5,34.8,47.5,265.9,26.7,7063.8,3066.4,,326.4,1328.4,0.6,1085.9,18.0,93.4,,,155.3,3997.4,,2739.7,548.3,41.9,179.4,,,4845.9,4269.0,522.2,6429.2,6428.2,536.8,,2311.1,-1.8,3624.5
2021/03,삼표시멘트,038500,건축자재,162,13519.9,1919.6,507.0,3.5,1006.9,,40.8,361.3,,11600.3,8926.9,2255.0,4.5,34.8,46.0,308.2,24.9,7251.6,3516.7,,544.9,1525.6,1.1,1020.2,18.9,56.3,,,91.5,3734.8,,2472.1,538.4,41.6,179.4,,,4982.1,4620.8,276.5,6268.3,6267.4,536.8,,2311.1,-1.8,3464.0
2021/06,삼표시멘트,038500,건축자재,162,13587.7,1763.6,571.7,6.1,727.7,,60.0,398.1,,11824.1,9197.4,2253.3,4.5,34.8,49.2,247.1,37.8,7189.9,3130.2,,572.0,1544.8,17.8,865.3,19.2,8.6,,,92.5,4059.7,99.2,2470.5,768.7,42.7,173.8,,,5354.7,4952.5,531.3,6397.8,6396.9,536.8,,2311.1,-1.8,3593.7
2021/09,삼표시멘트,038500,건축자재,162,14374.9,2388.2,1032.9,5.1,834.0,,55.1,461.1,,11986.7,9298.0,2247.3,4.5,40.8,95.7,265.7,34.9,7975.7,3266.1,,650.3,1394.2,0.1,1080.9,19.6,14.8,,,92.6,4709.6,598.5,2541.9,654.8,146.5,234.3,,,5839.6,5376.6,715.3,6399.2,6398.3,536.8,,2282.3,-17.0,3636.7
2021/12(E),삼표시멘트,038500,건축자재,162,13630.0,2140.0,,,,,,,,,,,,,,,,7110.0,3260.0,,,,,,,,,,,3850.0,,,,,,,,,4220.0,,6520.0,6520.0,540.0,,,,
2020/06,삼현철강,017480,철강,62,1754.5,1342.5,254.4,211.6,459.4,,1.2,415.9,,412.0,371.4,7.4,,16.4,,15.6,1.1,263.6,260.8,,,,0.2,252.1,,8.3,,,0.3,2.7,,,0.9,,,,,1.1,-626.4,,1490.9,1490.9,85.5,,33.7,-8.5,1380.3
2020/09,삼현철강,017480,철강,62,1722.3,1293.3,230.5,,466.3,,0.7,556.1,,429.0,366.1,7.4,,39.2,,15.4,1.0,208.7,205.2,,,,0.1,198.4,,6.5,,,0.2,3.4,,,0.9,,,,,1.0,-594.8,0.1,1513.7,1513.7,85.5,,33.7,-8.5,1403.0
2020/12,삼현철강,017480,철강,62,1845.4,1423.7,235.8,,551.0,,2.4,614.7,,421.7,361.7,7.4,,39.1,,12.6,0.9,301.2,299.4,,,,0.4,282.6,,16.1,,,0.3,1.9,,,0.5,,,,,0.9,-633.7,0.9,1544.2,1544.2,85.5,,33.7,-8.5,1433.5
2021/03,삼현철강,017480,철강,62,1874.7,1456.0,258.1,111.5,561.4,,1.7,523.3,,418.7,360.0,7.4,,39.3,,11.2,0.8,289.1,286.7,,,,0.3,259.7,,25.8,,,0.9,2.3,,,0.5,,,,,0.8,-634.0,3.2,1585.7,1585.7,85.5,,33.7,-8.5,1475.0
2021/06,삼현철강,017480,철강,62,2008.3,1595.7,312.1,111.5,605.2,,1.2,565.7,,412.6,355.3,7.4,,39.5,,9.7,0.6,353.5,350.4,,,,0.4,314.0,,34.5,,,1.5,3.1,,,0.3,,,,,0.7,-676.5,3.3,1654.8,1654.8,85.5,,33.7,-8.5,1544.2
2021/09,삼현철강,017480,철강,62,2122.4,1709.7,514.1,,615.4,,0.8,579.4,,412.7,356.9,5.6,,39.7,,9.9,0.5,420.1,416.3,,,,0.3,369.5,,45.7,,,0.8,3.8,,,0.3,,,,,0.6,-578.9,10.1,1702.3,1702.3,85.5,,33.7,-8.5,1591.6
2021/12(E),삼현철강,017480,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,삼화네트웍스,046390,방송과엔터테인먼트,204,399.7,276.3,,129.7,64.9,,22.7,58.9,,123.4,13.2,9.6,9.4,36.3,9.9,,44.9,61.0,22.6,,0.9,,2.1,19.2,,,,,0.3,38.5,,,0.1,0.9,,,,3.1,-170.4,1.3,338.6,338.6,86.3,,238.4,-43.6,69.8
2020/09,삼화네트웍스,046390,방송과엔터테인먼트,204,385.4,266.4,,165.7,3.5,,49.5,47.5,,119.0,11.7,3.5,9.3,37.6,11.8,,44.9,61.2,17.5,,0.7,,1.3,14.4,,,,,1.1,43.7,,2.0,0.1,0.9,,,,4.0,-194.0,1.4,324.1,324.1,86.3,,238.4,-47.6,58.0
2020/12,삼화네트웍스,046390,방송과엔터테인먼트,204,379.9,251.2,,4.2,19.7,,69.8,53.3,,128.7,11.8,3.4,9.3,37.0,12.1,,55.2,57.7,18.9,,0.9,0.3,0.9,14.9,,,,,1.8,38.8,,1.7,0.2,0.9,,,,4.0,-153.2,2.4,322.2,322.2,86.3,,238.4,-47.6,56.7
2021/03,삼화네트웍스,046390,방송과엔터테인먼트,204,463.6,334.4,,4.2,19.1,,149.2,51.2,,129.2,11.0,3.4,9.2,37.9,12.5,,55.2,96.4,56.4,,11.1,0.3,0.5,43.1,,,,,1.4,40.0,,1.7,0.1,0.9,,,,13.7,-147.6,0.6,367.2,367.2,86.3,,271.7,-34.8,54.7
2021/06,삼화네트웍스,046390,방송과엔터테인먼트,204,497.2,324.9,,1.5,12.7,,265.2,38.1,,172.3,27.2,3.4,9.2,45.5,33.7,,53.3,128.3,89.3,,11.3,0.7,2.2,51.0,,,,,24.1,39.0,,1.3,0.2,0.9,,,,15.7,-29.4,15.9,368.9,368.9,86.3,,271.7,-34.8,48.8
2021/09,삼화네트웍스,046390,방송과엔터테인먼트,204,619.0,442.0,,1.5,5.8,,371.4,53.8,,177.0,40.9,3.4,9.1,35.1,35.4,,53.1,252.8,214.4,,11.4,0.7,1.6,51.3,,,,,149.3,38.4,,1.3,0.1,0.9,,,,15.2,-47.8,31.0,366.2,366.2,86.3,,271.7,-34.8,43.0
2021/12(E),삼화네트웍스,046390,방송과엔터테인먼트,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06,상보,027580,디스플레이장비및부품,199,1044.4,735.0,95.9,5.7,196.7,,5.6,37.1,394.0,309.4,270.1,20.6,15.4,,1.4,,1.8,704.5,655.7,11.8,355.6,37.1,2.7,67.8,0.8,,,,1.6,48.8,,,1.2,,,,,406.4,368.0,12.4,339.9,339.9,233.5,,727.4,-24.9,-583.4
2020/09,상보,027580,디스플레이장비및부품,199,1117.8,813.8,89.6,5.4,215.6,,3.8,41.0,458.4,303.9,266.0,19.5,15.4,,1.4,,1.6,761.0,710.9,12.0,355.6,10.0,2.7,79.8,0.3,,,,1.3,50.1,,,1.1,,,,,379.3,337.3,13.7,356.8,356.8,233.6,,727.4,-24.9,-571.5
2020/12,상보,027580,디스플레이장비및부품,199,1111.7,735.2,201.7,4.5,398.4,,9.7,120.9,,376.5,332.5,19.0,15.3,,3.4,,6.3,774.1,718.0,40.2,375.3,15.6,45.1,238.9,0.3,,,,2.6,56.1,,4.6,1.6,,,,,442.6,321.7,16.8,337.6,337.6,234.1,,728.2,-24.9,-589.1
2021/03,상보,027580,디스플레이장비및부품,199,1148.3,769.6,221.8,4.5,425.8,,9.8,107.7,,378.7,335.0,17.4,15.3,,3.3,,7.7,795.0,741.8,43.2,377.1,15.7,44.9,258.9,0.5,,,,1.4,53.3,,3.4,2.3,,,,,446.8,339.2,8.3,353.2,353.2,234.1,,195.4,-24.9,-47.8
2021/06,상보,027580,디스플레이장비및부품,199,1174.5,784.9,193.0,4.7,422.0,,7.7,157.6,,389.6,346.2,16.0,15.2,,4.2,,8.0,809.6,757.0,46.2,420.9,5.8,72.1,209.7,0.6,,,,1.6,52.6,,2.0,1.9,,,,,482.6,325.0,25.3,364.9,364.9,245.0,,210.7,-24.9,-65.5
