shareCode,shareName,shareNameEn,marketType,shareType
016610,DB금융투자,DB Financial Investment Co. LTD.,KOSPI,보통주
005830,DB손해보험,DB INSURANCE,KOSPI,보통주
000990,DB하이텍,DB HiTek Co.LTD,KOSPI,보통주
139130,DGB금융지주,DGB Financial Group,KOSPI,보통주
001530,DI동일,DI DONGIL,KOSPI,보통주
001880,DL건설,DLConstruction,KOSPI,보통주
000210,DL,DL,KOSPI,보통주
375500,DL이앤씨,DL E&C CO. LTD.,KOSPI,보통주
155660,DSR,DSR CORP,KOSPI,보통주
069730,DSR제강,DSRWIRECORP,KOSPI,보통주
017940,E1,E1Corporation,KOSPI,보통주
365550,ESR켄달스퀘어리츠,ESR KENDALL SQUARE REIT,KOSPI,보통주
383220,F&F,F&F,KOSPI,보통주
007700,F&F홀딩스,F&F Holdings,KOSPI,보통주
006360,GS건설,GS Engineering & Construction Corp,KOSPI,보통주
078930,GS,GS Holdings,KOSPI,보통주
012630,HDC,HDC HOLDINGS CO.Ltd,KOSPI,보통주
294870,HDC현대산업개발,HYUNDAI DEVELOPMENT COMPANY,KOSPI,보통주
003560,IHQ,IHQ,KOSPI,보통주
175330,JB금융지주,JB Financial Group Co. Ltd.,KOSPI,보통주
234080,JW생명과학,JW LIFESCIENCE,KOSPI,보통주
001060,JW중외제약,JWPHARMACEUTICAL,KOSPI,보통주
096760,JW홀딩스,JW HOLDINGS CORPORATION,KOSPI,보통주
105560,KB금융,KB Financial Group,KOSPI,보통주
009070,KCTC,KCTC,KOSPI,보통주
016380,KG동부제철,KG DONGBUSTEEL,KOSPI,보통주
001390,KG케미칼,KG Chemical,KOSPI,보통주
033180,KH 필룩스,KH FEELUX Co.Ltd.,KOSPI,보통주
001940,KISCO홀딩스,KISCO Holdings,KOSPI,보통주
025000,KPX케미칼,KPXCHEMICAL,KOSPI,보통주
092230,KPX홀딩스,KPXHOLDINGS,KOSPI,보통주
000040,KR모터스,KR MOTORS,KOSPI,보통주
093050,LF,LF,KOSPI,보통주
034220,LG디스플레이,LG Display,KOSPI,보통주
003550,LG,LG Corp.,KOSPI,보통주
051900,LG생활건강,LGHOUSEHOLD&HEALTHCARELTD,KOSPI,보통주
032640,LG유플러스,LG Uplus,KOSPI,보통주
011070,LG이노텍,LG Innotek,KOSPI,보통주
066570,LG전자,LGELECTRONICS,KOSPI,보통주
051910,LG화학,LGCHEMLTD,KOSPI,보통주
079550,LIG넥스원,LIG Nex1 Co. Ltd.,KOSPI,보통주
010120,LS ELECTRIC,LS ELECTRIC,KOSPI,보통주
000680,LS네트웍스,LSNetworks,KOSPI,보통주
006260,LS,LS,KOSPI,보통주
001120,LX인터내셔널,LX INTERNATIONAL CORP.,KOSPI,보통주
023150,MH에탄올,MHETHANOL,KOSPI,보통주
035420,NAVER,NAVER,KOSPI,보통주
181710,NHN,NHN,KOSPI,보통주
338100,NH프라임리츠,NH Prime REIT,KOSPI,보통주
034310,NICE,NICEHoldings,KOSPI,보통주
008260,NI스틸,NI STEEL,KOSPI,보통주
004250,NPC,NPC,KOSPI,보통주
010060,OCI,OCI,KOSPI,보통주
010950,S-Oil,S-OilCorporation,KOSPI,보통주
101060,SBS미디어홀딩스,SBS Media Holdings,KOSPI,보통주
005090,SGC에너지,SGC Energy,KOSPI,보통주
001380,SG글로벌,SG GLOBAL,KOSPI,보통주
001770,SHD,SHIN HWA DYNAMICS,KOSPI,보통주
002360,SH에너지화학,SH ENERGY & CHEMICAL,KOSPI,보통주
009160,SIMPAC,SIMPACInc,KOSPI,보통주
123700,SJM,SJM CO.LTD,KOSPI,보통주
025530,SJM홀딩스,SJM HOLDINGS,KOSPI,보통주
011790,SKC,SKC,KOSPI,보통주
018670,SK가스,SKGas,KOSPI,보통주
001740,SK네트웍스,SKNetworksCo.Ltd,KOSPI,보통주
210980,SK디앤디,SK D&D Co. Ltd,KOSPI,보통주
395400,SK리츠,SK REIT,KOSPI,보통주
034730,SK,SK,KOSPI,보통주
361610,SK아이이테크놀로지,SK ie technology,KOSPI,보통주
096770,SK이노베이션,SK Innovation,KOSPI,보통주
001510,SK증권,SKSecurities,KOSPI,보통주
285130,SK케미칼,SKCHEMICALS,KOSPI,보통주
017670,SK텔레콤,SKTelecom,KOSPI,보통주
064960,SNT모티브,SNT MOTIV,KOSPI,보통주
100840,SNT에너지,SNTEnergy Co.Ltd.,KOSPI,보통주
003570,SNT중공업,SNT DYNAMICS,KOSPI,보통주
036530,SNT홀딩스,SNT Holdings,KOSPI,보통주
005610,SPC삼립,SPC SAMLIP,KOSPI,보통주
011810,STX,STX,KOSPI,보통주
077970,STX엔진,STXEngineCo.Ltd,KOSPI,보통주
071970,STX중공업,STX Heavy Industries,KOSPI,보통주
084870,TBH글로벌,TBH GLOBAL,KOSPI,보통주
002710,TCC스틸,TCC STEEL,KOSPI,보통주
024070,WISCOM,WISCOM,KOSPI,보통주
000500,가온전선,GAONCABLE,KOSPI,보통주
000860,강남제비스코,KANGNAM JEVISCO,KOSPI,보통주
035250,강원랜드,Kangwon Land Inc.,KOSPI,보통주
011420,갤럭시아에스엠,GALAXIA SM,KOSPI,보통주
002100,경농,Kyungnong,KOSPI,보통주
009450,경동나비엔,KYUNGDONGNAVIEN,KOSPI,보통주
267290,경동도시가스,KYUNGDONG CITY GAS,KOSPI,보통주
012320,경동인베스트,KYUNGDONG INVEST,KOSPI,보통주
000050,경방,Kyungbang,KOSPI,보통주
214390,경보제약,KYONGBO PHARMACEUTICAL CO. LTD.,KOSPI,보통주
012610,경인양행,KyunginSynthetic,KOSPI,보통주
009140,경인전자,KyunginElectronics,KOSPI,보통주
013580,계룡건설,KyeryongConstructionIndustrial,KOSPI,보통주
012200,계양전기,KeyangElectricMachinery,KOSPI,보통주
002140,고려산업,KoreaIndustrial,KOSPI,보통주
010130,고려아연,KoreaZinc,KOSPI,보통주
002240,고려제강,KISWire,KOSPI,보통주
009290,광동제약,KwangdongPharmaceutical,KOSPI,보통주
017040,광명전기,KWANG MYUNG ELECTRIC,KOSPI,보통주
017900,광전자,AUK,KOSPI,보통주
037710,광주신세계,GwangjuShinsegae,KOSPI,보통주
030610,교보증권,KYOBOSECURITIESCO.LTD.,KOSPI,보통주
339770,교촌에프앤비,KYOCHON FOOD&BEVERAGE,KOSPI,보통주
007690,국도화학,KukdoChemical,KOSPI,보통주
005320,국동,Kukdong,KOSPI,보통주
001140,국보,KUKBO,KOSPI,보통주
002720,국제약품,Kukje Pharma,KOSPI,보통주
114090,GKL,Grand Korea Leisure,KOSPI,보통주
083420,그린케미칼,GREEN CHEMICAL,KOSPI,보통주
014530,극동유화,KukdongOil&Chem.,KOSPI,보통주
014280,금강공업,KUMKANG KIND,KOSPI,보통주
008870,금비,Kumbi,KOSPI,보통주
001570,금양,Kumyang,KOSPI,보통주
002990,금호건설,KUMHOE&C,KOSPI,보통주
011780,금호석유,KumhoPetrochemical,KOSPI,보통주
214330,금호에이치티,Kumho HT Inc.,KOSPI,보통주
001210,금호전기,KumhoElectric,KOSPI,보통주
073240,금호타이어,KUMHOTIRECO.INC,KOSPI,보통주
092440,기신정기,KISHIN CORPORATION,KOSPI,보통주
000270,기아,KIA CORPORATION,KOSPI,보통주
013700,까뮤이앤씨,CAMUS ENGINEERING & CONSTRUCTION Inc.,KOSPI,보통주
004540,깨끗한나라,KleanNara,KOSPI,보통주
001260,남광토건,NamkwangEngineering&Construction,KOSPI,보통주
008350,남선알미늄,NamsunAluminium,KOSPI,보통주
004270,남성,Namsung,KOSPI,보통주
003920,남양유업,NamyangDairyProducts,KOSPI,보통주
025860,남해화학,NamhaeChemical,KOSPI,보통주
005720,넥센,NEXEN,KOSPI,보통주
002350,넥센타이어,NEXENTIRE,KOSPI,보통주
003580,넥스트사이언스,NEXT SCIENCE,KOSPI,보통주
251270,넷마블,Netmarble Corporation,KOSPI,보통주
090350,노루페인트,NOROO PAINT,KOSPI,보통주
000320,노루홀딩스,NorooHoldings,KOSPI,보통주
006280,녹십자,Green Cross Corporation,KOSPI,보통주
005250,녹십자홀딩스,Green Cross Holdings Corporation,KOSPI,보통주
004370,농심,Nongshim,KOSPI,보통주
072710,농심홀딩스,NongshimHoldings,KOSPI,보통주
058730,다스코,Development Advance Solution,KOSPI,보통주
023590,다우기술,DaouTechnology,KOSPI,보통주
145210,다이나믹디자인,Dynamic Design,KOSPI,보통주
019680,대교,DAEKYO,KOSPI,보통주
006370,대구백화점,DaeguDepartmentStore,KOSPI,보통주
008060,대덕,DAEDUCK Co.LTD,KOSPI,보통주
353200,대덕전자,DaeduckElectronics,KOSPI,보통주
000490,대동,DAEDONG CORPORATION,KOSPI,보통주
008110,대동전자,DAIDONGElECTRONICS,KOSPI,보통주
005750,대림B&Co,DAELIM B&Co,KOSPI,보통주
006570,대림통상,DaelimTrading,KOSPI,보통주
001680,대상,Daesang,KOSPI,보통주
084690,대상홀딩스,Daesang Holdings,KOSPI,보통주
128820,대성산업,DAESUNG INDUSTRIAL,KOSPI,보통주
117580,대성에너지,DAESUNG ENERGY,KOSPI,보통주
016710,대성홀딩스,DAESUNG HOLDINGS,KOSPI,보통주
003540,대신증권,DaishinSecurities,KOSPI,보통주
009190,대양금속,DaiyangMetal,KOSPI,보통주
014160,대영포장,DaeyoungPackaging,KOSPI,보통주
047040,대우건설,DaewooEngineering&Construction,KOSPI,보통주
009320,대우부품,DAEWOO ELECTRONIC COMPONENTS,KOSPI,보통주
042660,대우조선해양,DAEWOOSHIPBUILDING&MARINEENGINEERING,KOSPI,보통주
003090,대웅,Daewoong,KOSPI,보통주
069620,대웅제약,DAEWOONGPHARMACEUTICAL,KOSPI,보통주
000430,대원강업,DaewonKangup,KOSPI,보통주
006340,대원전선,DaewonCable,KOSPI,보통주
003220,대원제약,DaewonPharmaceutical,KOSPI,보통주
024890,대원화성,DaewonChemical,KOSPI,보통주
002880,대유에이텍,DAYOU AUTOMOTIVE SEAT TECHNOLOGY CO.LTD,KOSPI,보통주
000300,대유플러스,DAYOUPLUS,KOSPI,보통주
015230,대창단조,DaechangForging,KOSPI,보통주
012800,대창,DAECHANG,KOSPI,보통주
001070,대한방직,TaihanTextile,KOSPI,보통주
006650,대한유화,KOREA PETRO CHEMICAL IND,KOSPI,보통주
001440,대한전선,TaihanElectricWire,KOSPI,보통주
084010,대한제강,Daehan Steel Co. Ltd.,KOSPI,보통주
001790,대한제당,TS,KOSPI,보통주
001130,대한제분,DaehanFlourMill,KOSPI,보통주
003490,대한항공,KoreanAirLines,KOSPI,보통주
005880,대한해운,KoreaLine,KOSPI,보통주
003830,대한화섬,DaehanSyntheticFibrer,KOSPI,보통주
016090,대현,Daehyun,KOSPI,보통주
069460,대호에이엘,DAEHOAL,KOSPI,보통주
192080,더블유게임즈,DoubleUGames,KOSPI,보통주
012510,더존비즈온,DOUZONE BIZON,KOSPI,보통주
004830,덕성,Duksung,KOSPI,보통주
024900,덕양산업,DuckYangIndustry,KOSPI,보통주
145720,덴티움,DENTIUM,KOSPI,보통주
002150,도화엔지니어링,DOHWA ENGINEERING,KOSPI,보통주
001230,동국제강,DongkukSteelMill,KOSPI,보통주
004140,동방,DongbangTransport&Logistics,KOSPI,보통주
007590,동방아그로,DongbangAgro,KOSPI,보통주
005960,동부건설,Dongbu Corporation,KOSPI,보통주
026960,동서,DONGSUH,KOSPI,보통주
002210,동성제약,DongsungPharmaceutical,KOSPI,보통주
102260,동성케미컬,DONGSUNG CHEMICAL Co. Ltd.,KOSPI,보통주
000640,동아쏘시오홀딩스,Dong-A Socio Holdings,KOSPI,보통주
170900,동아에스티,Donga ST,KOSPI,보통주
028100,동아지질,Dong-Ah Geological Engineering Company,KOSPI,보통주
282690,동아타이어,DONG AH TIRE,KOSPI,보통주
084670,동양고속,DONGYANG EXPRESS CORP.,KOSPI,보통주
001520,동양,TONGYANG,KOSPI,보통주
082640,동양생명,TONGYANG LIFE INSURANCE,KOSPI,보통주
008970,동양철관,DongyangSteelPipe,KOSPI,보통주
092780,동양피스톤,DONGYANG PISTON,KOSPI,보통주
049770,동원F&B,DongwonF&B Co.Ltd.,KOSPI,보통주
018500,동원금속,DONGWON METAL,KOSPI,보통주
006040,동원산업,DongwonIndustries,KOSPI,보통주
030720,동원수산,DongwonFisheries,KOSPI,보통주
014820,동원시스템즈,Dongwon Systems Corporation,KOSPI,보통주
163560,동일고무벨트,DRB Industrial,KOSPI,보통주
004890,동일산업,DONGILINDUSTRIESCO.LTD,KOSPI,보통주
002690,동일제강,DONG IL STEEL MFG CO. LTD,KOSPI,보통주
000020,동화약품,DongwhaPharm,KOSPI,보통주
241560,두산밥캣,Doosan Bobcat,KOSPI,보통주
000150,두산,DOOSAN,KOSPI,보통주
034020,두산중공업,DoosanHeavyIndustriesandConstruction,KOSPI,보통주
336260,두산퓨얼셀,Doosan Fuel Cell,KOSPI,보통주
016740,두올,DUAL,KOSPI,보통주
192650,드림텍,DREAMTECH,KOSPI,보통주
024090,디씨엠,DCMCorp.,KOSPI,보통주
003160,디아이,DI,KOSPI,보통주
092200,디아이씨,DAE-IL Corporation,KOSPI,보통주
004840,DRB동일,DRB Holding Co.Ltd,KOSPI,보통주
377190,디앤디플랫폼리츠,D&D platform REIT,KOSPI,보통주
013570,디와이,DY Corporation,KOSPI,보통주
210540,디와이파워,DY POWER Corporation,KOSPI,보통주
007340,디티알오토모티브,DTR AUTOMOTIVE CORPORATION,KOSPI,보통주
026890,디피씨,DigitalPowerCommunications,KOSPI,보통주
115390,락앤락,LOCK&LOCK CO.LTD.,KOSPI,보통주
032350,롯데관광개발,LOTTE TOUR DEVELOPMENT CO. LTD,KOSPI,보통주
089860,롯데렌탈,LOTTE rental,KOSPI,보통주
330590,롯데리츠,LOTTE REIT,KOSPI,보통주
000400,롯데손해보험,LotteNon-LifeInsurance,KOSPI,보통주
023530,롯데쇼핑,LOTTE SHOPPING CO. LTD.,KOSPI,보통주
004000,롯데정밀화학,LOTTE Fine Chemical,KOSPI,보통주
286940,롯데정보통신,LOTTE DATA COMMUNICATION COMPANY,KOSPI,보통주
280360,롯데제과,LOTTE CONF,KOSPI,보통주
004990,롯데지주,Lotte Corporation,KOSPI,보통주
005300,롯데칠성,LotteChilsungBeverage,KOSPI,보통주
011170,롯데케미칼,LOTTE CHEMICAL CORPORATION,KOSPI,보통주
002270,롯데푸드,LotteFood,KOSPI,보통주
071840,롯데하이마트,LOTTE Himart,KOSPI,보통주
027740,마니커,MANIKER,KOSPI,보통주
204320,만도,Mando Corporation,KOSPI,보통주
001080,만호제강,ManhoRope&Wire,KOSPI,보통주
088980,맥쿼리인프라,Macquarie Korea Infrastructure Fund,KOSPI,보통주
138040,메리츠금융지주,Meritz Financial Group,KOSPI,보통주
008560,메리츠증권,MERITZ SECURITIES,KOSPI,보통주
000060,메리츠화재,Meritz Fire & Marine Insurance,KOSPI,보통주
090370,메타랩스,METALABS,KOSPI,보통주
017180,명문제약,MyungMoon Pharm,KOSPI,보통주
009900,명신산업,MYOUNG SHIN INDUSTRY,KOSPI,보통주
012690,모나리자,Monalisa,KOSPI,보통주
005360,모나미,Monami,KOSPI,보통주
204210,모두투어리츠,MODETOURREIT,KOSPI,보통주
009680,모토닉,MOTONIC,KOSPI,보통주
009200,무림페이퍼,MOORIM PAPER,KOSPI,보통주
009580,무림P&P,Moorim P&P,KOSPI,보통주
033920,무학,Muhak,KOSPI,보통주
008420,문배철강,MoonbaeSteel,KOSPI,보통주
025560,미래산업,MiraeCorporation,KOSPI,보통주
007120,미래아이앤지,MiraeING,KOSPI,보통주
357250,미래에셋맵스리츠,Miraeasset Maps REIT 1,KOSPI,보통주
094800,맵스리얼티1,MIRAEASSETMAPS ASIAPACIFIC REAL ESTATE 1,KOSPI,보통주
085620,미래에셋생명,MIRAE ASSET Life Insurance CO. Ltd.,KOSPI,보통주
006800,미래에셋증권,MIRAE ASSET SECURITIES,KOSPI,보통주
002840,미원상사,MiwonCommercial,KOSPI,보통주
268280,미원에스씨,Miwon Specialty Chemical,KOSPI,보통주
107590,미원홀딩스,Miwon Holdings Co.Ltd.,KOSPI,보통주
134380,미원화학,Miwon Chemicals,KOSPI,보통주
003650,미창석유,MichangOilInd,KOSPI,보통주
155900,바다로19호,Badaro No.19 Ship Investment Company,KOSPI,보통주
003610,방림,Pangrim,KOSPI,보통주
001340,백광산업,PaikkwangIndustrial,KOSPI,보통주
035150,백산,Baiksan,KOSPI,보통주
002410,범양건영,BUMYANG CONSTRUCTION,KOSPI,보통주
007210,벽산,Byuksan,KOSPI,보통주
002760,보락,Bolak,KOSPI,보통주
003850,보령제약,BoryungPharm,KOSPI,보통주
000890,보해양조,BohaeBrewery,KOSPI,보통주
003000,부광약품,BukwangPharmaceutical,KOSPI,보통주
001270,부국증권,BookookSecurities,KOSPI,보통주
026940,부국철강,Bookook Steel,KOSPI,보통주
015350,부산가스,BusanCityGas,KOSPI,보통주
011390,부산산업,BusanIndustrial,KOSPI,보통주
005030,부산주공,PusanCastIron,KOSPI,보통주
002070,비비안,VIVIEN CORPORATION,KOSPI,보통주
100220,비상교육,VISANG EDUCATION INC,KOSPI,보통주
030790,비케이탑스,BK TOPS,KOSPI,보통주
005180,빙그레,Binggrae,KOSPI,보통주
003960,사조대림,SAJODAERIM,KOSPI,보통주
008040,사조동아원,SAJODONGAONE,KOSPI,보통주
007160,사조산업,SajoIndustries,KOSPI,보통주
014710,사조씨푸드,SAJOSEAFOOD,KOSPI,보통주
006090,사조오양,OYANG,KOSPI,보통주
001470,삼부토건,SambuEngineering&Construction,KOSPI,보통주
006400,삼성SDI,SAMSUNG SDI CO.LTD.,KOSPI,보통주
006660,삼성공조,SamsungClimateControlCo.Ltd,KOSPI,보통주
028260,삼성물산,SAMSUNG C&T CORPORATION,KOSPI,보통주
207940,삼성바이오로직스,SAMSUNG BIOLOGICS,KOSPI,보통주
032830,삼성생명,Samsung Life Insurance,KOSPI,보통주
018260,삼성에스디에스,SAMSUNG SDS CO. LTD.,KOSPI,보통주
028050,삼성엔지니어링,SamsungEngineering,KOSPI,보통주
009150,삼성전기,SamsungElectroMechanics,KOSPI,보통주
005930,삼성전자,SamsungElectronics,KOSPI,보통주
001360,삼성제약,SAMSUNG PHARMACEUTICAL,KOSPI,보통주
010140,삼성중공업,SamsungHeavyIndustries,KOSPI,보통주
016360,삼성증권,SamsungSecurities,KOSPI,보통주
068290,삼성출판사,SAMSUNG PUBLISHING,KOSPI,보통주
029780,삼성카드,SAMSUNG CARD CO. LTD.,KOSPI,보통주
000810,삼성화재,SamsungFire&MarineInsurance,KOSPI,보통주
006110,삼아알미늄,SamaAluminium,KOSPI,보통주
145990,삼양사,Samyang Corporation,KOSPI,보통주
003230,삼양식품,SamyangFoods,KOSPI,보통주
002170,삼양통상,SamyangTongsang,KOSPI,보통주
272550,삼양패키징,SAMYANG PACKAGING,KOSPI,보통주
000070,삼양홀딩스,SAMYANGHOLDINGS,KOSPI,보통주
002810,삼영무역,SamyungTrading,KOSPI,보통주
005680,삼영전자,SamyoungElectronics,KOSPI,보통주
003720,삼영화학,SamyoungChemical,KOSPI,보통주
023000,삼원강재,SAMWONSTEEL Co. Ltd.,KOSPI,보통주
004380,삼익THK,SAMICK THK,KOSPI,보통주
002450,삼익악기,SamickMusicalInstruments,KOSPI,보통주
004440,삼일씨엔에스,SAMIL C&S,KOSPI,보통주
000520,삼일제약,SamilPharmaceutical,KOSPI,보통주
009770,삼정펄프,SAM JUNG PULP CO.LTD.,KOSPI,보통주
005500,삼진제약,SamjinPharmaceutical,KOSPI,보통주
004690,삼천리,Samchully,KOSPI,보통주
010960,삼호개발,Samho Development Co. Ltd.,KOSPI,보통주
004450,삼화왕관,SamhwaCrown&Closure,KOSPI,보통주
009470,삼화전기,SamwhaElectric,KOSPI,보통주
011230,삼화전자,SamwhaElectronics,KOSPI,보통주
001820,삼화콘덴서,SamwhaCapacitor,KOSPI,보통주
000390,삼화페인트,SamhwaPaintIndustrial,KOSPI,보통주
001290,상상인증권,SANGSANGININVESTMENT&SECURITIES,KOSPI,보통주
041650,상신브레이크,SANGSINBRAKE,KOSPI,보통주
075180,새론오토모티브,SaeronAutomotiveCorporation,KOSPI,보통주
007540,샘표,SEMPIO,KOSPI,보통주
248170,샘표식품,SEMPIO FOODS,KOSPI,보통주
007860,서연,SEOYON,KOSPI,보통주
200880,서연이화,SEOYONEHWA,KOSPI,보통주
017390,서울가스,SeoulCityGas,KOSPI,보통주
004410,서울식품,SeoulFoodInd,KOSPI,보통주
021050,서원,Seowon,KOSPI,보통주
008490,서흥,SUHEUNG,KOSPI,보통주
007610,선도전기,SeondoElectric,KOSPI,보통주
002820,SUN&L,SUN&L,KOSPI,보통주
136490,선진,SUNJIN Co. Ltd,KOSPI,보통주
014910,성문전자,SungmoonElectronics,KOSPI,보통주
003080,성보화학,SungboChemical,KOSPI,보통주
004980,성신양회,SungshinCement,KOSPI,보통주
011300,성안,Seongan,KOSPI,보통주
000180,성창기업지주,SungchangEnterpriseHoldings,KOSPI,보통주
002420,세기상사,TheCentury,KOSPI,보통주
004360,세방,SEBANG,KOSPI,보통주
004490,세방전지,SEBANG GLOBAL BATTERY,KOSPI,보통주
001430,세아베스틸,SEAH BESTEEL,KOSPI,보통주
306200,세아제강,SeAH Steel Corporation,KOSPI,보통주
003030,세아제강지주,SeAH Steel Holdings Corporation,KOSPI,보통주
019440,세아특수강,SeAH SPECIAL STEEL,KOSPI,보통주
058650,세아홀딩스,SeAHHoldings,KOSPI,보통주
013000,세우글로벌,Sewooglobal,KOSPI,보통주
091090,세원이앤씨,SEWON E&C CO.LTD.,KOSPI,보통주
021820,세원정공,SewonPrecisionIndustry,KOSPI,보통주
067830,세이브존I&C,SAVEZONEI&C,KOSPI,보통주
033530,세종공업,SEJONG INDUSTRIAL CO. LTD.,KOSPI,보통주
075580,세진중공업,SEJIN HEAVY INDUSTRIES CO. LTD.,KOSPI,보통주
027970,세하,seha,KOSPI,보통주
308170,센트랄모텍,CENTRAL MOTEK,KOSPI,보통주
012600,센트럴인사이트,CENTRAL INSIGHT,KOSPI,보통주
068270,셀트리온,Celltrion,KOSPI,보통주
336370,솔루스첨단소재,Solus Advanced Materials,KOSPI,보통주
248070,솔루엠,SOLUM,KOSPI,보통주
004430,송원산업,SongwonIndustrial,KOSPI,보통주
017550,수산중공업,SoosanHeavyIndustries,KOSPI,보통주
134790,시디즈,SidizInc,KOSPI,보통주
016590,신대양제지,ShindaeyangPaper,KOSPI,보통주
029530,신도리코,SINDOH,KOSPI,보통주
004970,신라교역,Silla,KOSPI,보통주
011930,신성이엔지,SHINSUNG E&G,KOSPI,보통주
005390,신성통상,ShinsungTongsang,KOSPI,보통주
034300,신세계건설,ShinsegaeEngineering&Construction,KOSPI,보통주
004170,신세계,Shinsegae Co.Ltd,KOSPI,보통주
035510,신세계 I&C,SHINSEGAE INFORMATION & COMMUNICATION Co,KOSPI,보통주
031430,신세계인터내셔날,SHINSEGAE INTERNATIONAL,KOSPI,보통주
031440,신세계푸드,SHINSEGAE FOOD,KOSPI,보통주
006880,신송홀딩스,SINGSONGHOLDINGS,KOSPI,보통주
005800,신영와코루,ShinyoungWacoal,KOSPI,보통주
001720,신영증권,ShinyoungSecurities,KOSPI,보통주
009270,신원,Shinwon,KOSPI,보통주
002700,신일전자,SHINIL ELECTRONICS,KOSPI,보통주
019170,신풍제약,ShinpoongPharmaceutical,KOSPI,보통주
002870,신풍제지,ShinpoongPaperMfg,KOSPI,보통주
055550,신한지주,ShinhanFinancialGroup Co.Ltd.,KOSPI,보통주
293940,신한알파리츠,Shinhan Alpha REIT,KOSPI,보통주
004080,신흥,Shinhung,KOSPI,보통주
102280,쌍방울,SBW,KOSPI,보통주
003410,쌍용C&E,SSANGYONGC&E,KOSPI,보통주
003620,쌍용차,SsangyongMotor,KOSPI,보통주
004770,써니전자,SunnyElectronics,KOSPI,보통주
015540,쎌마테라퓨틱스,THELMA Therapeutics,KOSPI,보통주
004920,씨아이테크,CITECH,KOSPI,보통주
112610,씨에스윈드,CS Wind Corporation,KOSPI,보통주
000120,CJ대한통운,CJ LOGISTICS,KOSPI,보통주
079160,CJ CGV,CJ CGV,KOSPI,보통주
097950,CJ제일제당,CJ CheilJedang Corp,KOSPI,보통주
008700,아남전자,AnamElectronics,KOSPI,보통주
002790,아모레G,AmoreG,KOSPI,보통주
090430,아모레퍼시픽,AMOREPACIFIC CORPORATION,KOSPI,보통주
002030,아세아,ASIA HOLDINGS,KOSPI,보통주
183190,아세아시멘트,ASIACEMENT,KOSPI,보통주
002310,아세아제지,AsiaPaperManufacturing,KOSPI,보통주
012170,아센디오,Ascendio,KOSPI,보통주
267850,아시아나IDT,AsianaIDT,KOSPI,보통주
020560,아시아나항공,Asiana Airlines,KOSPI,보통주
122900,아이마켓코리아,iMarketKorea Inc.,KOSPI,보통주
010780,아이에스동서,IS DONGSEO,KOSPI,보통주
139990,아주스틸,AJUSTEEL,KOSPI,보통주
001780,알루코,ALUKO CO.LTD.,KOSPI,보통주
018250,애경산업,AEKYUNG INDUSTRIAL,KOSPI,보통주
161000,애경케미칼,AEKYUNG CHEMICAL,KOSPI,보통주
011090,에넥스,Enex,KOSPI,보통주
137310,에스디바이오센서,SD Biosensor,KOSPI,보통주
034120,SBS,SEOULBROADCASTINGSYSTEM,KOSPI,보통주
005850,에스엘,SLCORPORATION,KOSPI,보통주
012750,에스원,S-1,KOSPI,보통주
004060,SG세계물산,SGCORPORATION,KOSPI,보통주
006120,SK디스커버리,SK Discovery Co.Ltd.,KOSPI,보통주
068400,SK렌터카,SK RENT A CAR,KOSPI,보통주
302440,SK바이오사이언스,SK BIOSCIENCE,KOSPI,보통주
326030,SK바이오팜,SK BIOPHARMACEUTICALS,KOSPI,보통주
000660,SK하이닉스,SK hynix,KOSPI,보통주
023960,에쓰씨엔지니어링,SC ENGINEERING,KOSPI,보통주
298690,에어부산,AirBusan,KOSPI,보통주
078520,에이블씨엔씨,ABLE C&C,KOSPI,보통주
015260,에이엔피,AUTOMOBILE&PCB,KOSPI,보통주
140910,에이리츠,A SELF-ADMINISTERED REAL ESTATE INVESTMENT TRUST INC.,KOSPI,보통주
039570,HDC아이콘트롤스,HDC I-CONTROLS CO.LTD.,KOSPI,보통주
089470,HDC현대EP,HDC Hyundai Engineering Plastics,KOSPI,보통주
082740,HSD엔진,HSD Engine,KOSPI,보통주
011200,HMM,HMM,KOSPI,보통주
007460,에이프로젠 MED,Aprogen Medicines,KOSPI,보통주
003060,에이프로젠제약,Aprogen pharmaceuticalsInc.,KOSPI,보통주
244920,에이플러스에셋,A Plus Asset,KOSPI,보통주
036570,엔씨소프트,NCsoftCorporation,KOSPI,보통주
138250,엔에스쇼핑,NS Shopping Co. Ltd,KOSPI,보통주
380440,엔에이치스팩19호,NH SPECIAL PURPOSE ACQUISITION 19 COMPANY,KOSPI,보통주
400760,NH올원리츠,NHALLONEREIT,KOSPI,보통주
005940,NH투자증권,NH INVESTMENT & SECURITIES,KOSPI,보통주
085310,엔케이,NK,KOSPI,보통주
900140,엘브이엠씨홀딩스,LVMC Holdings,KOSPI,보통주
229640,LS전선아시아,LS C&S ASIA,KOSPI,보통주
108670,LX하우시스,LX HAUSYS LTD.,KOSPI,보통주
383800,LX홀딩스,LX HOLDINGS,KOSPI,보통주
037560,LG헬로비전,LG HelloVision,KOSPI,보통주
097520,엠씨넥스,MCNEX Co.Ltd.,KOSPI,보통주
014440,영보화학,YoungboChemical,KOSPI,보통주
111770,영원무역,Youngone Corporation,KOSPI,보통주
009970,영원무역홀딩스,YoungoneHoldings,KOSPI,보통주
003520,영진약품,YUNGJIN PHARM,KOSPI,보통주
000670,영풍,Youngpoong,KOSPI,보통주
