period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2021/09,금호석유,011780,화학,140,53928.0,22363.0,6253.0,6253.0,7334.0,6046.0,6046.0,0.0,76303.0,28356.0,47946.0,47936.0,11.0,1675.0,4267.0,-7501.0,106.0,945.0,3322.0,10477.0,27.96,27.04,48.6,30.03,59.14,2753.62,,2.88,,1.12,,,0.0,,47200.6,25004.0,1.89,32.64,0.7,,2.38,
2021/12(E),금호석유,011780,화학,140,49339.62,20777.0,5120.0,,5486.0,4097.0,4068.0,,72041.0,22170.0,49870.0,49838.0,,1671.0,,,,,,,24.64,19.72,,,44.46,,,2.38,,0.99,,,,,,,,,0.59,,1.97,
2022/03(E),금호석유,011780,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),금호석유,011780,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,금호에이치티,214330,자동차부품,36,3891.12,609.0,-18.0,-18.0,-17.0,-18.0,-17.0,-1.0,3351.0,1238.0,2113.0,2092.0,21.0,544.0,-18.0,-737.0,99.0,4.0,-22.0,883.0,-2.98,-2.97,-4.02,-2.48,58.58,286.88,,,1919.27,1.86,0.0,,0.0,108701611.0,3385.22,,,,,,,
2020/12,금호에이치티,214330,자동차부품,36,3118.92,633.0,-18.0,-18.0,-3.0,-23.0,-23.0,0.0,3443.0,1212.0,2231.0,2212.0,19.0,590.0,79.0,178.0,0.0,6.0,73.0,781.0,-2.84,-3.64,-4.85,-2.94,54.3,275.15,,,1874.58,1.41,0.0,,0.0,117904727.0,2968.62,,,,,,,
2021/03,금호에이치티,214330,자동차부품,36,2795.31,609.0,21.0,21.0,27.0,25.0,24.0,1.0,3581.0,1167.0,2413.0,2349.0,64.0,626.0,37.0,-118.0,-7.0,7.0,29.0,703.0,3.4,4.04,-1.87,-1.19,48.38,272.32,,,1879.2,1.19,0.0,,0.0,125257661.0,2651.11,65.1,40.72,,,,,
2021/06,금호에이치티,214330,자동차부품,36,2876.97,606.0,28.0,28.0,-11.0,-10.0,-10.0,1.0,3541.0,1138.0,2404.0,2339.0,65.0,626.0,-33.0,-13.0,-14.0,6.0,-39.0,696.0,4.69,-1.58,-1.28,-0.77,47.33,271.25,-20.8,-110.65,1871.2,1.23,0.0,,,125257661.0,2680.47,103.0,26.02,4.19,1.17,1965.6,221.31,10.4
2021/09,금호에이치티,214330,자동차부품,36,4329.0,535.0,22.0,22.0,12.0,8.0,8.0,0.0,3397.0,788.0,2608.0,2539.0,69.0,688.0,21.0,122.0,-132.0,17.0,4.0,398.0,4.09,1.46,-0.07,-0.01,30.23,264.28,-0.72,-4329.0,1839.86,1.71,0.0,,,137610598.0,4448.0,120.1,37.04,5.04,1.82,1726.81,81.68,38.41
2021/12(E),금호에이치티,214330,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),금호에이치티,214330,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),금호에이치티,214330,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,금호전기,001210,디스플레이장비및부품,199,534.61,95.0,-38.0,-38.0,-46.0,-45.0,-45.0,,671.0,515.0,156.0,277.0,-122.0,60.0,-53.0,46.0,-13.0,0.0,-53.0,344.0,-40.43,-47.89,-74.24,-27.54,330.75,979.75,,,2308.33,1.93,0.0,,0.0,11981820.0,254.01,,,,,,,
2020/12,금호전기,001210,디스플레이장비및부품,199,360.8,97.0,0.0,0.0,-21.0,-129.0,-129.0,0.0,678.0,635.0,42.0,164.0,-122.0,60.0,80.0,-16.0,16.0,5.0,75.0,359.0,-0.31,-133.75,-100.97,-34.56,1498.44,779.5,,,1366.67,2.2,0.0,,0.0,11981820.0,83.8,,,,,,,
2021/03,금호전기,001210,디스플레이장비및부품,199,303.6,107.0,-23.0,-23.0,-32.0,-29.0,-28.0,-1.0,704.0,679.0,25.0,132.0,-107.0,60.0,-10.0,0.0,18.0,2.0,-12.0,385.0,-21.8,-27.64,-110.1,-30.96,2725.36,748.94,,,1100.0,2.3,0.0,,0.0,12433398.0,17.6,-55.4,-0.32,,,,,
2021/06,금호전기,001210,디스플레이장비및부품,199,508.2,107.0,-3.0,-3.0,2.0,0.0,-1.0,1.0,662.0,574.0,89.0,210.0,-122.0,79.0,-45.0,24.0,-3.0,3.0,-48.0,307.0,-3.26,-0.3,-76.86,-29.21,646.53,642.15,-1268.75,-2.5,1312.5,2.42,0.0,,0.0,16467501.0,301.7,-19.3,-15.63,-4.75,1.25,2537.5,-7.94,-400.0
2021/09,금호전기,001210,디스플레이장비및부품,199,617.0,88.0,-29.0,-29.0,-38.0,-20.0,-20.0,,557.0,447.0,110.0,232.0,-122.0,85.0,-39.0,21.0,40.0,0.0,-39.0,331.0,-33.15,-23.13,-70.18,-29.22,406.32,829.31,-1047.06,-3.47,1364.71,2.66,,,0.0,17242423.0,409.5,-11.4,-35.92,-2.86,1.55,2347.06,-11.22,-323.53
2021/12(E),금호전기,001210,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),금호전기,001210,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),금호전기,001210,디스플레이장비및부품,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,금호타이어,073240,자동차부품,36,10544.72,5959.0,439.0,439.0,347.0,231.0,231.0,,38779.0,26931.0,11848.0,11848.0,,14363.0,1279.0,-86.0,-629.0,212.0,1067.0,18960.0,7.37,3.88,-7.84,-2.48,227.32,-19.24,,,4128.22,0.89,,,0.0,287260287.0,-7057.28,,,,,,,
2020/12,금호타이어,073240,자동차부품,36,10858.68,6185.0,55.0,55.0,-115.0,259.0,259.0,,38462.0,26786.0,11676.0,11676.0,,14363.0,762.0,-184.0,-327.0,265.0,498.0,18054.0,0.89,4.18,-6.74,-2.13,229.41,-17.91,,,4068.29,0.93,,,0.0,287260287.0,-5637.82,,,,,,,
2021/03,금호타이어,073240,자동차부품,36,11001.9,5856.0,5.0,5.0,-146.0,-125.0,-125.0,,39974.0,28144.0,11830.0,11830.0,,14363.0,-539.0,-58.0,807.0,262.0,-801.0,19350.0,0.08,-2.13,-1.26,-0.38,237.91,-18.84,,,4121.95,0.93,,,0.0,287260287.0,-6564.2,2432.3,-2.7,,,,,
2021/06,금호타이어,073240,자동차부품,36,22995.81,6336.0,114.0,114.0,-70.0,-152.0,-152.0,,40357.0,28684.0,11673.0,11673.0,,14363.0,474.0,-416.0,-123.0,339.0,135.0,19279.0,1.8,-2.39,1.82,0.55,245.73,-20.39,74.22,107.96,4067.25,1.97,,,,287260287.0,5451.31,2860.4,1.91,11.75,0.94,8479.44,37.51,213.59
2021/09,금호타이어,073240,자동차부품,36,12740.0,6487.0,-545.0,-545.0,-833.0,-711.0,-700.0,-12.0,42899.0,30435.0,12464.0,11384.0,1080.0,14363.0,-48.0,-328.0,1382.0,541.0,-589.0,20219.0,-8.41,-10.97,-6.18,-1.79,244.18,-25.25,,-17.74,,1.12,,,0.0,,-4666.6,1854.4,-2.52,7.46,0.51,,-34.34,
2021/12(E),금호타이어,073240,자동차부품,36,12755.8,6979.0,153.0,,-240.0,80.0,-146.0,,39951.0,28819.0,11132.0,10810.0,,14361.0,,,,,,,2.19,1.15,,,258.9,,,-11.36,,1.18,,,,,,,,,0.5,,-46.72,
2022/03(E),금호타이어,073240,자동차부품,36,,7270.0,296.0,,,,145.0,,,,,,,,,,,,,,4.07,,,,,,,,,,,,,,,,,,,,,
2022/06(E),금호타이어,073240,자동차부품,36,,7550.0,292.0,,,,52.0,,,,,,,,,,,,,,3.87,,,,,,,,,,,,,,,,,,,,,
2020/09,기신정기,092440,기계,138,1066.05,305.0,14.0,14.0,15.0,10.0,10.0,,2503.0,135.0,2369.0,2369.0,,146.0,29.0,-5.0,-45.0,3.0,26.0,13.0,4.48,3.37,3.17,3.0,5.68,1519.44,,,8168.97,0.45,0.0,,0.0,29200000.0,1354.95,,,,,,,
2020/12,기신정기,092440,기계,138,1058.2,356.0,44.0,44.0,46.0,36.0,36.0,,2561.0,155.0,2405.0,2405.0,,146.0,83.0,-7.0,-1.0,1.0,82.0,13.0,12.46,10.06,3.67,3.44,6.46,1543.96,,,8293.1,0.44,0.0,,0.0,29200000.0,1418.0,,,,,,,
2021/03,기신정기,092440,기계,138,1757.52,325.0,32.0,32.0,34.0,33.0,33.0,,2596.0,155.0,2441.0,2441.0,,146.0,-11.0,-17.0,0.0,8.0,-19.0,14.0,9.71,10.01,4.06,3.82,6.34,1559.24,,,8417.24,0.72,150.0,,134.55,29200000.0,2092.12,180.0,11.62,,,,,
2021/06,기신정기,092440,기계,138,1668.04,343.0,42.0,42.0,44.0,35.0,35.0,,2677.0,223.0,2453.0,2453.0,,146.0,62.0,-13.0,-1.0,8.0,54.0,15.0,12.12,10.13,4.72,4.34,9.11,1554.02,393.1,14.63,8458.62,0.68,,,,29200000.0,2049.74,195.0,10.51,14.67,1.26,4582.76,12.64,455.17
2021/09,기신정기,092440,기계,138,1254.0,301.0,18.0,18.0,21.0,18.0,18.0,,2616.0,153.0,2464.0,2464.0,,146.0,13.0,-7.0,-45.0,4.0,9.0,15.0,5.96,5.83,4.99,4.71,6.2,1566.04,420.69,10.28,8496.55,0.51,,,,29200000.0,1600.6,198.4,8.07,14.97,0.95,4568.97,9.22,468.97
2021/12(E),기신정기,092440,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),기신정기,092440,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),기신정기,092440,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,기아,000270,자동차,44,188789.25,163218.0,1952.0,1952.0,2319.0,1337.0,1337.0,,619228.0,328782.0,290445.0,290445.0,,21393.0,29747.0,-6071.0,13545.0,3242.0,26505.0,117748.0,1.2,0.82,3.02,1.49,113.2,1303.3,,,71714.81,0.65,0.0,,0.0,405363347.0,174991.85,,,,,,,
2020/12,기아,000270,자동차,44,251090.28,169106.0,12816.0,12816.0,11161.0,9616.0,9616.0,,604904.0,305988.0,298917.0,298917.0,,21393.0,7104.0,2761.0,-10718.0,5056.0,2048.0,104273.0,7.58,5.69,5.05,2.57,102.37,1350.39,,,73806.67,0.84,1000.0,,41.69,405363347.0,248424.28,,,,,,,
2021/03,기아,000270,자동차,44,332910.0,165817.0,10764.0,10764.0,13193.0,10350.0,10350.0,,639690.0,331440.0,308250.0,308250.0,,21393.0,18774.0,-5907.0,2599.0,1165.0,17609.0,109008.0,6.49,6.24,7.58,3.77,107.52,1384.38,,,76111.11,1.08,,,0.0,405363347.0,341511.3,48246.2,7.08,,,,,
2021/06,기아,000270,자동차,44,358696.5,183395.0,14872.0,14872.0,18377.0,13429.0,13429.0,0.0,639057.0,315907.0,323150.0,323150.0,0.0,21393.0,27131.0,-37294.0,-17914.0,2587.0,24544.0,94343.0,8.11,7.32,11.35,5.68,97.76,1446.0,,10.33,,1.11,,,,,353964.7,62076.0,5.7,9.11,0.53,,8.88,
2021/09,기아,000270,자동차,44,337262.0,177528.0,13270.0,13270.0,16062.0,11347.0,11347.0,0.0,644930.0,307117.0,337813.0,337813.0,0.0,21393.0,17004.0,-4068.0,-3680.0,4597.0,12407.0,93135.0,7.47,6.39,14.24,7.08,90.91,1500.14,,7.54,,1.0,,,0.0,,345361.9,74712.3,4.62,10.74,0.48,,6.52,
2021/12(E),기아,000270,자동차,44,332796.33,185309.0,15240.0,,17405.0,13140.0,12985.0,,664319.0,320391.0,343928.0,343089.0,,21391.0,,,,,,,8.22,7.09,,,93.16,,,6.92,,0.97,,,,,,,,,0.47,,6.15,
2022/03(E),기아,000270,자동차,44,,177693.0,12411.0,,16630.0,14008.0,12623.0,,,,,,,,,,,,,,6.98,7.88,,,,,,,,,,,,,,,,,,,,
2022/06(E),기아,000270,자동차,44,,190589.0,14355.0,,16930.0,16496.0,14215.0,,,,,,,,,,,,,,7.53,8.65,,,,,,,,,,,,,,,,,,,,
2020/09,까뮤이앤씨,013700,건설,42,516.75,349.0,20.0,20.0,38.0,29.0,29.0,,1749.0,955.0,795.0,795.0,,226.0,-148.0,18.0,117.0,2.0,-150.0,619.0,5.81,8.3,16.01,6.65,120.15,204.6,,,15900.0,0.65,0.0,,0.0,4515228.0,-45.15,,,,,,,
2020/12,까뮤이앤씨,013700,건설,42,1324.8,372.0,-27.0,-27.0,-25.0,-4.0,-4.0,,1662.0,835.0,828.0,828.0,,226.0,31.0,83.0,-127.0,3.0,28.0,493.0,-7.38,-1.17,11.97,5.49,100.83,204.05,,,16560.0,1.6,15.0,,-152.7,4515228.0,874.9,,,,,,,
2021/03,까뮤이앤씨,013700,건설,42,975.86,352.0,11.0,11.0,8.0,7.0,7.0,,1687.0,860.0,827.0,827.0,,226.0,-40.0,3.0,19.0,1.0,-40.0,512.0,3.1,1.92,7.93,3.74,104.09,203.62,,,16540.0,1.18,0.0,,0.0,4515228.0,489.16,41.7,11.73,,,,,
2021/06,까뮤이앤씨,013700,건설,42,1178.22,389.0,-23.0,-23.0,-18.0,-20.0,-20.0,,1686.0,879.0,807.0,807.0,,226.0,-10.0,7.0,7.0,1.0,-11.0,527.0,-5.99,-5.03,1.5,0.7,108.92,194.87,240.0,98.18,16140.0,1.46,5.0,,-11.31,4515228.0,681.12,2.7,252.27,0.18,0.81,29240.0,-62.01,-380.0
2021/09,까뮤이앤씨,013700,건설,42,928.0,396.0,6.0,6.0,6.0,9.0,9.0,,1641.0,827.0,814.0,814.0,,226.0,68.0,-21.0,-46.0,1.0,67.0,485.0,1.61,2.33,-0.99,-0.47,101.66,197.9,-160.0,-116.0,16280.0,1.14,,,,4515228.0,473.9,-11.1,-42.69,-0.74,0.61,30180.0,-28.12,-660.0
2021/12(E),까뮤이앤씨,013700,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),까뮤이앤씨,013700,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),까뮤이앤씨,013700,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,깨끗한나라,004540,종이와목재,196,1758.12,1462.0,100.0,100.0,75.0,60.0,60.0,,5453.0,3542.0,1911.0,1911.0,,376.0,-114.0,-116.0,197.0,102.0,-216.0,2301.0,6.87,4.08,29.3,9.12,185.31,353.66,,,5164.86,0.92,0.0,,0.0,37240693.0,-383.68,,,,,,,
2020/12,깨끗한나라,004540,종이와목재,196,1626.0,1442.0,58.0,58.0,71.0,71.0,71.0,,5630.0,3462.0,2168.0,2168.0,,376.0,189.0,-164.0,-139.0,177.0,13.0,2156.0,4.03,4.93,20.21,6.95,159.7,370.9,,,5859.46,0.75,100.0,,52.93,37240693.0,-480.0,,,,,,,
2021/03,깨끗한나라,004540,종이와목재,196,2928.15,1373.0,67.0,67.0,53.0,39.0,39.0,,5856.0,3687.0,2169.0,2169.0,,376.0,122.0,-154.0,220.0,134.0,-12.0,2392.0,4.88,2.81,14.63,5.02,169.98,371.17,,,5862.16,1.35,,,0.0,37240693.0,773.15,712.6,1.08,,,,,
2021/06,깨끗한나라,004540,종이와목재,196,2505.72,1411.0,38.0,38.0,22.0,29.0,29.0,,5811.0,3614.0,2198.0,2198.0,,376.0,136.0,-99.0,-77.0,85.0,50.0,2351.0,2.71,2.03,9.79,3.53,164.42,378.8,537.84,12.59,5940.54,1.14,,,,37240693.0,351.22,587.5,0.6,10.33,0.44,15372.97,9.53,710.81
2021/09,깨끗한나라,004540,종이와목재,196,1611.0,1438.0,18.0,18.0,-1.0,-6.0,-6.0,,5801.0,3609.0,2192.0,2192.0,,376.0,-20.0,-92.0,7.0,88.0,-109.0,2373.0,1.25,-0.41,6.46,2.35,164.65,377.22,,12.11,,0.73,,,0.0,,-670.9,527.3,-1.27,9.31,0.28,,8.9,
2021/12(E),깨끗한나라,004540,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),깨끗한나라,004540,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),깨끗한나라,004540,종이와목재,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,남광토건,001260,건설,42,995.41,459.0,52.0,52.0,25.0,25.0,25.0,,2507.0,1918.0,589.0,589.0,,491.0,670.0,-24.0,-1.0,0.0,669.0,116.0,11.37,5.42,12.58,3.28,325.88,95.73,,,5890.0,1.69,0.0,,0.0,9828611.0,1938.21,,,,,,,
2020/12,남광토건,001260,건설,42,1312.74,839.0,58.0,58.0,72.0,72.0,72.0,,2040.0,1377.0,663.0,663.0,,491.0,-544.0,-26.0,-6.0,1.0,-544.0,114.0,6.96,8.61,23.09,6.77,207.71,110.43,,,6630.0,1.98,0.0,,0.0,9828901.0,1681.94,,,,,,,
2021/03,남광토건,001260,건설,42,1366.12,605.0,30.0,30.0,34.0,34.0,34.0,,2491.0,1794.0,697.0,697.0,,491.0,209.0,-7.0,-1.0,,209.0,112.0,4.95,5.65,22.53,6.3,257.25,117.38,,,6970.0,1.96,0.0,,,9828901.0,1938.32,,,,,,,
2021/06,남광토건,001260,건설,42,1635.75,859.0,28.0,28.0,35.0,31.0,31.0,,2465.0,1737.0,727.0,727.0,,491.0,-235.0,-34.0,-6.0,0.0,-236.0,113.0,3.23,3.62,25.15,6.58,238.87,123.7,1620.0,10.1,7270.0,2.25,0.0,,,9828901.0,1932.35,,,,0.59,27620.0,9.74,1680.0
2021/09,남광토건,001260,건설,42,1189.0,826.0,29.0,29.0,37.0,37.0,37.0,,2499.0,1735.0,764.0,764.0,,491.0,-308.0,57.0,-1.0,0.0,-308.0,109.0,3.46,4.49,25.8,6.97,226.92,131.24,1740.0,6.83,7640.0,1.56,0.0,,,9828901.0,1238.2,,,,0.38,31290.0,8.2,1450.0
2021/12(E),남광토건,001260,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),남광토건,001260,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),남광토건,001260,건설,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,남선알미늄,008350,비철금속,53,5815.04,678.0,-9.0,-9.0,28.0,25.0,25.0,,2914.0,1026.0,1888.0,1888.0,,552.0,67.0,-31.0,-60.0,14.0,53.0,269.0,-1.36,3.62,5.81,3.55,54.36,247.01,,,1716.36,3.08,,,0.0,110179090.0,5677.44,,,,,,,
2020/12,남선알미늄,008350,비철금속,53,5192.3,653.0,-19.0,-19.0,18.0,13.0,13.0,,2952.0,1056.0,1895.0,1895.0,,552.0,-22.0,-3.0,60.0,3.0,-25.0,327.0,-2.95,2.01,5.72,3.57,55.72,249.09,,,1722.73,2.74,,,0.0,110179090.0,5031.0,,,,,,,
2021/03,남선알미늄,008350,비철금속,53,4345.0,600.0,-5.0,-5.0,83.0,69.0,69.0,,3111.0,1136.0,1975.0,1975.0,,552.0,-16.0,-4.0,-19.0,5.0,-20.0,309.0,-0.88,11.48,6.79,4.3,57.5,261.58,,,1795.45,2.2,,,0.0,110179090.0,4162.9,,,,,,,
2021/06,남선알미늄,008350,비철금속,53,4231.64,638.0,-4.0,-4.0,173.0,146.0,146.0,,3234.0,1075.0,2159.0,2159.0,,552.0,111.0,21.0,-50.0,5.0,105.0,258.0,-0.69,22.94,12.55,8.24,49.81,293.7,230.0,16.73,1962.73,1.96,,,,110179090.0,4181.84,,,,1.65,2335.45,-114.37,-33.64
2021/09,남선알미늄,008350,비철금속,53,2815.0,587.0,-15.0,-15.0,178.0,149.0,149.0,,3418.0,1094.0,2324.0,2324.0,,552.0,12.0,15.0,-2.0,8.0,3.0,255.0,-2.62,25.38,17.93,11.92,47.06,318.36,,7.47,,1.21,,,0.0,,2793.7,,,,1.14,,-65.47,
2021/12(E),남선알미늄,008350,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),남선알미늄,008350,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),남선알미늄,008350,비철금속,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,남성,004270,전자장비와기기,197,855.47,258.0,12.0,12.0,5.0,4.0,4.0,0.0,2187.0,1342.0,845.0,847.0,-3.0,181.0,24.0,18.0,13.0,0.0,24.0,824.0,4.77,1.66,-5.06,-2.06,158.96,390.35,,,2352.78,1.01,0.0,,0.0,36212160.0,171.07,,,,,,,
2020/12,남성,004270,전자장비와기기,197,1320.66,278.0,-39.0,-39.0,-100.0,-154.0,-152.0,-1.0,1933.0,1178.0,755.0,759.0,-4.0,181.0,11.0,31.0,-30.0,3.0,8.0,732.0,-13.97,-55.28,-19.75,-8.13,156.07,322.37,,,2108.33,1.74,35.0,,-4.14,36212160.0,739.56,,,,,,,
2021/03,남성,004270,전자장비와기기,197,1247.4,235.0,16.0,16.0,21.0,18.0,18.0,0.0,1973.0,1221.0,752.0,756.0,-4.0,181.0,25.0,5.0,-3.0,0.0,25.0,746.0,6.62,7.76,-16.68,-6.68,162.39,328.94,,,2100.0,1.65,0.0,,0.0,36212160.0,680.0,-35.0,-19.43,,,,,
2021/06,남성,004270,전자장비와기기,197,1224.3,245.0,15.0,15.0,14.0,13.0,13.0,0.0,1967.0,1200.0,766.0,770.0,-4.0,181.0,6.0,-4.0,0.0,0.0,6.0,742.0,6.31,5.5,-14.47,-5.86,156.57,336.34,-325.0,-10.46,2138.89,1.59,0.0,,,36212160.0,662.6,-17.6,-37.65,-1.73,1.21,2822.22,306.08,11.11
2021/09,남성,004270,전자장비와기기,197,1119.0,184.0,1.0,1.0,8.0,5.0,5.0,0.0,2250.0,1496.0,754.0,758.0,-4.0,181.0,-64.0,-138.0,169.0,0.0,-64.0,927.0,0.3,2.92,-14.35,-5.25,198.41,339.35,-322.22,-9.65,2105.56,1.48,0.0,,0.0,36212160.0,339.1,-28.3,-11.98,-3.0,1.19,2616.67,-159.86,-19.44
2021/12(E),남성,004270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),남성,004270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),남성,004270,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,남양유업,003920,식품,38,2193.75,2459.0,-146.0,-146.0,-98.0,-73.0,-73.0,,10203.0,1428.0,8775.0,8775.0,,44.0,-215.0,59.0,-19.0,78.0,-293.0,361.0,-5.96,-2.99,-3.23,-2.77,16.27,20215.24,,,877500.0,0.25,0.0,,0.0,720000.0,2514.05,,,,,,,
2020/12,남양유업,003920,식품,38,2409.96,2274.0,-300.0,-300.0,-243.0,-194.0,-194.0,,9983.0,1376.0,8607.0,8607.0,,44.0,-9.0,6.0,-28.0,69.0,-78.0,396.0,-13.18,-8.52,-6.04,-5.21,15.99,19835.4,,,860700.0,0.28,1000.0,,-4.41,720000.0,2662.26,,,,,,,
2021/03,남양유업,003920,식품,38,2554.5,2309.0,-138.0,-138.0,-112.0,-85.0,-85.0,,9894.0,1379.0,8515.0,8515.0,,44.0,-80.0,386.0,-21.0,22.0,-102.0,343.0,-5.97,-3.66,-4.04,-3.47,16.19,19628.12,,,851500.0,0.3,,,0.0,720000.0,3147.6,127.1,24.76,,,,,
2021/06,남양유업,003920,식품,38,6432.58,2396.0,-212.0,-212.0,-212.0,-162.0,-162.0,,9651.0,1297.0,8354.0,8354.0,,44.0,2.0,-64.0,-27.0,30.0,-28.0,329.0,-8.84,-6.77,-5.98,-5.15,15.53,19265.1,,-12.51,,0.77,,,,,6950.98,-85.3,-81.49,-0.9,0.68,,-8.08,
2021/09,남양유업,003920,식품,38,2992.0,2401.0,-230.0,-230.0,-203.0,-159.0,-159.0,,9499.0,1304.0,8196.0,8196.0,,44.0,207.0,-64.0,-18.0,19.0,188.0,310.0,-9.6,-6.64,-7.07,-6.09,15.91,18907.54,,-4.99,,0.37,,,0.0,,3656.8,-195.8,-18.68,-2.09,0.32,,-3.4,
2021/12(E),남양유업,003920,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),남양유업,003920,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),남양유업,003920,식품,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,남해화학,025860,화학,140,3942.24,2284.0,78.0,78.0,98.0,77.0,77.0,,5764.0,1181.0,4584.0,4584.0,,497.0,476.0,-463.0,86.0,37.0,439.0,409.0,3.4,3.37,7.01,5.54,25.76,837.99,,,9168.0,0.86,0.0,,0.0,49678843.0,3888.74,,,,,,,
2020/12,남해화학,025860,화학,140,3940.23,2144.0,-49.0,-49.0,-38.0,-28.0,-28.0,,5894.0,1365.0,4529.0,4529.0,,497.0,364.0,-304.0,26.0,39.0,325.0,434.0,-2.28,-1.32,5.65,4.28,30.14,826.12,,,9058.0,0.87,80.0,,-135.06,49678843.0,3948.23,,,,,,,
2021/03,남해화학,025860,화학,140,4294.0,3064.0,31.0,31.0,42.0,29.0,29.0,,6190.0,1670.0,4520.0,4520.0,,497.0,-685.0,545.0,429.0,5.0,-690.0,872.0,1.02,0.95,4.73,3.39,36.94,824.26,,,9040.0,0.95,,,,49678843.0,4167.4,403.3,10.33,,,,,
2021/06,남해화학,025860,화학,140,4949.64,3987.0,85.0,85.0,99.0,74.0,74.0,,7074.0,2491.0,4583.0,4583.0,,497.0,-288.0,-28.0,325.0,69.0,-358.0,1230.0,2.14,1.86,3.34,2.37,54.36,836.98,,32.56,,1.08,,,,,4470.34,332.4,13.45,2.9,0.43,,34.14,
2021/09,남해화학,025860,화학,140,5216.0,3429.0,-35.0,-35.0,-37.0,-31.0,-31.0,,7058.0,2505.0,4552.0,4552.0,,497.0,224.0,-453.0,198.0,29.0,195.0,1452.0,-1.01,-0.9,0.96,0.69,55.03,830.8,,118.55,,1.15,,,0.0,,4500.4,203.3,22.14,1.61,0.41,,163.0,
2021/12(E),남해화학,025860,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),남해화학,025860,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),남해화학,025860,화학,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
