period,shareName,shareCode,marketName,marketCode,mv,totalRevenue,operationIncome,operationIncomePublished,continuingIncomeAndLoseBeforeIncomeTaxes,netIncome,controllingNetIncome,nonControllingNetIncome,assets,liabilities,equity,controllingEquity,nonControllingEquity,commonStock,operatingCashFlow,investingCashFlow,financingCashFlow,capex,fcf,interestBearingLiabilities,operationIncomeMargin,netIncomeMargin,roe,roa,liabilitiesRatio,equityRatio,eps,per,bps,pbr,cashDps,dividendYield,dividendPayoutRatio,shareNum,ev,ebitda,ev/ebitda,ebitdaMargin,psr,sps,por,ops
2021/03,강원에너지,114190,기계,138,453.25,110.0,2.0,2.0,15.0,15.0,15.0,0.0,339.0,153.0,185.0,185.0,0.0,91.0,-19.0,11.0,-2.0,1.0,-19.0,63.0,1.93,13.34,-39.93,-20.43,82.62,107.77,,,1027.78,2.45,0.0,,0.0,18154911.0,470.35,-57.7,-8.15,,,,,
2021/06,강원에너지,114190,기계,138,454.5,133.0,-1.0,-1.0,16.0,16.0,16.0,0.0,332.0,131.0,202.0,202.0,0.0,91.0,-26.0,41.0,-13.0,3.0,-30.0,49.0,-0.45,12.11,-14.05,-8.4,64.72,125.61,-166.67,-15.15,1122.22,2.25,0.0,,0.0,18154911.0,486.7,-17.8,-27.34,-4.02,1.03,2461.11,-8.58,-294.44
2021/09,강원에너지,114190,기계,138,653.0,226.0,-5.0,-5.0,46.0,46.0,46.0,,398.0,131.0,267.0,267.0,,131.0,26.0,-74.0,45.0,,26.0,42.0,-2.37,20.15,-1.93,-1.18,49.04,106.6,57.69,43.53,1026.92,2.45,,,0.0,26123038.0,689.8,17.0,40.58,2.99,1.15,2184.62,-12.56,-200.0
2021/12(E),강원에너지,114190,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),강원에너지,114190,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),강원에너지,114190,기계,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,갤럭시아머니트리,094480,IT서비스,154,1447.28,198.0,21.0,21.0,12.0,11.0,11.0,,2500.0,1590.0,910.0,916.0,-6.0,196.0,-51.0,145.0,-56.0,0.0,-51.0,965.0,10.52,5.61,9.84,3.72,174.84,433.04,,,2348.72,1.58,0.0,,0.0,39229838.0,588.78,,,,,,,
2020/12,갤럭시아머니트리,094480,IT서비스,154,1370.8,202.0,10.0,10.0,17.0,13.0,7.0,6.0,2621.0,1701.0,920.0,920.0,,196.0,-36.0,34.0,150.0,2.0,-38.0,1115.0,5.18,6.56,4.24,1.79,184.96,436.78,,,2358.97,1.49,35.0,,180.49,39229838.0,510.1,,,,,,,
2021/03,갤럭시아머니트리,094480,IT서비스,154,3153.3,239.0,10.0,10.0,9.0,7.0,7.0,,2478.0,1564.0,914.0,914.0,,196.0,45.0,-4.0,-237.0,0.0,45.0,878.0,4.0,2.91,3.64,1.62,171.1,433.56,,,2343.59,3.45,0.0,,0.0,39229838.0,2334.2,100.4,23.25,,,,,
2021/06,갤럭시아머니트리,094480,IT서비스,154,2813.87,244.0,14.0,14.0,-14.0,-18.0,-18.0,,2559.0,1661.0,899.0,899.0,,196.0,65.0,-7.0,37.0,1.0,64.0,930.0,5.93,-7.56,0.77,0.51,184.77,424.14,17.95,401.98,2305.13,3.13,10.0,,-20.51,39229838.0,2037.97,74.1,27.5,8.39,3.19,2264.1,51.16,141.03
2021/09,갤럭시아머니트리,094480,IT서비스,154,4825.0,264.0,12.0,12.0,2.0,2.0,2.0,,2909.0,2012.0,897.0,897.0,,196.0,-194.0,-17.0,129.0,1.0,-194.0,1063.0,4.46,0.58,-0.29,0.12,224.17,423.0,,-2412.5,,5.38,,,0.0,,3834.1,65.4,58.63,6.89,5.08,,104.89,
2021/12(E),갤럭시아머니트리,094480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),갤럭시아머니트리,094480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),갤럭시아머니트리,094480,IT서비스,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,게임빌,063080,게임엔터테인먼트,235,2261.28,342.0,55.0,55.0,47.0,50.0,48.0,2.0,4279.0,1548.0,2731.0,2692.0,39.0,33.0,5.0,1.0,-46.0,1.0,4.0,1113.0,16.23,14.64,6.91,4.04,56.66,8212.89,,,38457.14,0.84,,,0.0,6595192.0,1279.78,,,,,,,
2020/12,게임빌,063080,게임엔터테인먼트,235,2369.3,242.0,11.0,11.0,-1.0,25.0,29.0,-3.0,4330.0,1541.0,2788.0,2755.0,33.0,33.0,9.0,-11.0,20.0,2.0,7.0,1133.0,4.5,10.5,7.68,4.84,55.28,8299.44,,,39357.14,0.86,,,0.0,6595192.0,1383.7,,,,,,,
2021/03,게임빌,063080,게임엔터테인먼트,235,3172.2,321.0,84.0,84.0,79.0,76.0,77.0,0.0,4760.0,1617.0,3144.0,3110.0,34.0,33.0,16.0,-14.0,-6.0,1.0,15.0,1130.0,26.26,23.8,8.26,5.23,51.42,8531.76,,,44428.57,1.02,,,0.0,6595192.0,2186.6,302.6,7.23,,,,,
2021/06,게임빌,063080,게임엔터테인먼트,235,2495.26,296.0,29.0,29.0,22.0,7.0,7.0,1.0,5004.0,1926.0,3078.0,3043.0,35.0,33.0,40.0,-374.0,314.0,2.0,39.0,1445.0,9.81,2.49,5.63,3.42,62.57,8552.21,2300.0,15.5,43471.43,0.82,,,,6595192.0,1174.26,231.1,5.08,19.24,2.08,17157.14,13.94,2557.14
2021/09,게임빌,063080,게임엔터테인먼트,235,10124.0,459.0,216.0,216.0,208.0,172.0,172.0,0.0,5518.0,2053.0,3465.0,3428.0,37.0,33.0,-1.0,-34.0,49.0,2.0,-3.0,1489.0,47.07,37.49,9.27,5.74,59.26,9084.48,,35.52,,2.95,,,0.0,,8775.5,389.7,22.52,29.57,7.68,,29.78,
2021/12(E),게임빌,063080,게임엔터테인먼트,235,9867.0,321.0,64.0,,45.0,32.0,27.0,,4782.0,1753.0,3029.0,2990.0,,31.0,,,,,,,20.04,9.87,,,57.89,,,34.87,,3.3,,,,,,,,,7.06,,25.11,
2022/03(E),게임빌,063080,게임엔터테인먼트,235,,292.0,40.0,,,24.0,24.0,,,,,,,,,,,,,,13.7,8.22,,,,,,,,,,,,,,,,,,,,
2022/06(E),게임빌,063080,게임엔터테인먼트,235,,460.0,178.0,,,135.0,123.0,,,,,,,,,,,,,,38.7,29.35,,,,,,,,,,,,,,,,,,,,
2020/09,경남스틸,039240,철강,62,455.52,807.0,15.0,15.0,14.0,12.0,12.0,,1498.0,622.0,876.0,876.0,,25.0,88.0,-19.0,5.0,20.0,68.0,227.0,1.8,1.43,3.84,2.25,71.06,3407.97,,,3504.0,0.52,0.0,,0.0,25000000.0,389.42,,,,,,,
2020/12,경남스틸,039240,철강,62,475.2,885.0,22.0,22.0,5.0,3.0,3.0,,1387.0,507.0,880.0,880.0,,25.0,-56.0,-6.0,-30.0,2.0,-58.0,198.0,2.5,0.34,3.4,2.12,57.63,3422.96,,,3520.0,0.54,100.0,,843.95,25000000.0,341.4,,,,,,,
2021/03,경남스틸,039240,철강,62,699.15,878.0,22.0,22.0,27.0,21.0,21.0,,1565.0,681.0,885.0,885.0,,25.0,110.0,17.0,-45.0,1.0,109.0,178.0,2.5,2.4,4.45,2.56,76.94,3407.09,,,3540.0,0.79,,,,25000000.0,666.75,,,,,,,
2021/06,경남스틸,039240,철강,62,1111.92,693.0,21.0,21.0,25.0,18.0,18.0,,1601.0,696.0,904.0,904.0,,25.0,-16.0,-13.0,,1.0,-17.0,179.0,3.05,2.66,6.1,3.68,76.98,3480.76,216.0,20.59,3616.0,1.23,,,,25000000.0,1050.22,,,,0.34,13052.0,13.9,320.0
2021/09,경남스틸,039240,철강,62,984.0,902.0,-7.0,-7.0,-4.0,-3.0,-3.0,,1744.0,843.0,901.0,901.0,,25.0,-27.0,-2.0,16.0,0.0,-27.0,195.0,-0.78,-0.33,4.44,2.43,93.49,3468.97,,25.23,,1.09,,,0.0,,892.4,,,,0.29,,16.97,
2021/12(E),경남스틸,039240,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),경남스틸,039240,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),경남스틸,039240,철강,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,경남제약,053950,제약,35,1670.49,174.0,-1.0,-1.0,-46.0,-36.0,-36.0,,1218.0,597.0,621.0,621.0,,87.0,-9.0,-457.0,316.0,156.0,-164.0,416.0,-0.47,-20.49,-7.69,-4.92,96.19,607.51,,,3652.94,2.69,0.0,,0.0,17442567.0,1469.19,,,,,,,
2020/12,경남제약,053950,제약,35,1406.3,198.0,7.0,7.0,-57.0,-41.0,-41.0,,1267.0,693.0,574.0,574.0,,87.0,14.0,-6.0,6.0,2.0,12.0,414.0,3.57,-20.53,-9.26,-5.46,120.79,553.88,,,3376.47,2.45,0.0,,0.0,17442567.0,1219.6,,,,,,,
2021/03,경남제약,053950,제약,35,1222.0,166.0,6.0,6.0,37.0,29.0,29.0,,1240.0,629.0,611.0,611.0,,87.0,-15.0,-10.0,-7.0,5.0,-20.0,415.0,3.88,17.14,-5.86,-3.63,102.81,597.7,,,3594.12,2.0,0.0,,0.0,17442567.0,1002.3,29.5,33.98,,,,,
2021/06,경남제약,053950,제약,35,1392.0,227.0,15.0,15.0,56.0,36.0,36.0,,1305.0,504.0,800.0,800.0,,99.0,-27.0,-9.0,-4.0,9.0,-36.0,312.0,6.54,15.82,-1.66,-1.08,63.0,707.46,-60.0,-116.0,4000.0,1.74,0.0,,0.0,19757737.0,1234.8,45.6,27.08,5.96,1.82,3825.0,51.56,135.0
2021/09,경남제약,053950,제약,35,1051.0,120.0,-85.0,-85.0,-95.0,-76.0,-76.0,,1204.0,456.0,747.0,747.0,,100.0,-71.0,-24.0,-8.0,5.0,-76.0,296.0,-70.87,-63.2,-7.57,-4.28,61.07,642.56,-260.0,-20.21,3735.0,1.41,,,0.0,20049565.0,808.0,-28.2,-28.65,-3.97,1.48,3555.0,-18.44,-285.0
2021/12(E),경남제약,053950,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),경남제약,053950,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),경남제약,053950,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,경남제약헬스케어,223310,전자제품,213,376.74,42.0,-4.0,-4.0,-15.0,-15.0,-15.0,,381.0,59.0,322.0,322.0,,11.0,4.0,-35.0,-2.0,5.0,0.0,9.0,-9.82,-34.79,-26.65,-22.06,18.28,2586.78,,,2927.27,1.17,0.0,,0.0,11396461.0,377.54,,,,,,,
2020/12,경남제약헬스케어,223310,전자제품,213,376.97,40.0,-21.0,-21.0,-13.0,-6.0,-6.0,,318.0,65.0,253.0,253.0,,11.0,-71.0,169.0,-7.0,20.0,-91.0,14.0,-52.08,-15.12,-32.35,-25.13,25.69,3058.64,,,2300.0,1.49,0.0,,0.0,11396461.0,462.77,,,,,,,
2021/03,경남제약헬스케어,223310,전자제품,213,378.42,51.0,-15.0,-15.0,-15.0,-15.0,-15.0,,297.0,59.0,238.0,238.0,,11.0,-36.0,-29.0,-1.0,0.0,-36.0,13.0,-29.86,-29.93,-13.24,-10.54,24.91,2926.79,,,2163.64,1.59,0.0,,,11396461.0,399.02,,,,,,,
2021/06,경남제약헬스케어,223310,전자제품,213,379.5,42.0,-23.0,-23.0,-63.0,-63.0,-63.0,,213.0,49.0,165.0,165.0,,11.0,-19.0,-9.0,-2.0,9.0,-28.0,11.0,-54.62,-148.96,-39.22,-33.41,29.68,2379.06,-900.0,-3.83,1500.0,2.3,,,,11396461.0,372.9,,,,2.17,1590.91,-6.02,-572.73
2021/09,경남제약헬스케어,223310,전자제품,213,443.0,33.0,-14.0,-14.0,-14.0,-14.0,-14.0,,221.0,30.0,191.0,191.0,,13.0,32.0,-24.0,39.0,2.0,31.0,4.0,-43.91,-42.73,-38.17,-32.53,15.78,2215.95,-753.85,-4.52,1469.23,2.32,,,0.0,13333506.0,490.7,,,,2.67,1276.92,-6.07,-561.54
2021/12(E),경남제약헬스케어,223310,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),경남제약헬스케어,223310,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),경남제약헬스케어,223310,전자제품,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,경동제약,011040,제약,35,3272.1,458.0,55.0,55.0,58.0,32.0,32.0,0.0,2882.0,360.0,2523.0,2517.0,6.0,150.0,37.0,176.0,-25.0,5.0,32.0,92.0,12.01,6.94,6.17,5.49,14.26,1670.95,,,8679.31,1.3,0.0,,0.0,29495603.0,3645.5,,,,,,,
2020/12,경동제약,011040,제약,35,3093.96,452.0,39.0,39.0,27.0,29.0,29.0,0.0,2914.0,286.0,2628.0,2622.0,6.0,157.0,-1.0,-301.0,0.0,218.0,-219.0,18.0,8.53,6.48,5.86,5.09,10.9,1665.59,,,8458.06,1.18,400.0,,376.82,30768766.0,3235.86,,,,,,,
2021/03,경동제약,011040,제약,35,2754.18,390.0,49.0,49.0,56.0,36.0,36.0,0.0,2947.0,368.0,2580.0,2574.0,5.0,157.0,44.0,117.0,-8.0,10.0,35.0,11.0,12.64,9.3,5.48,4.49,14.27,1624.69,,,8303.23,1.07,0.0,,0.0,30768766.0,3058.28,,,,,,,
2021/06,경동제약,011040,제약,35,3093.96,424.0,25.0,25.0,31.0,19.0,19.0,0.0,2940.0,313.0,2627.0,2622.0,5.0,157.0,15.0,99.0,-143.0,7.0,8.0,43.0,6.01,4.43,4.82,4.07,11.91,1639.44,374.19,26.67,8458.06,1.18,100.0,,144.27,30768766.0,3336.56,,,,1.79,5561.29,18.42,541.94
2021/09,경동제약,011040,제약,35,3831.0,494.0,66.0,66.0,74.0,51.0,51.0,0.0,2885.0,292.0,2593.0,2588.0,5.0,157.0,-18.0,-65.0,-44.0,5.0,-22.0,43.0,13.3,10.32,5.32,4.69,11.26,1655.76,435.48,28.38,8348.39,1.48,,,0.0,30768766.0,3947.7,,,,2.18,5677.42,21.4,577.42
2021/12(E),경동제약,011040,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),경동제약,011040,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),경동제약,011040,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,경창산업,024910,자동차부품,36,622.64,1240.0,39.0,39.0,16.0,14.0,13.0,1.0,5378.0,4499.0,879.0,724.0,155.0,179.0,82.0,-28.0,-35.0,19.0,62.0,3205.0,3.15,1.13,-56.6,-10.6,511.69,12.3,,,2011.11,0.86,,,0.0,35819005.0,-2352.86,,,,,,,
2020/12,경창산업,024910,자동차부품,36,892.38,1487.0,128.0,128.0,70.0,94.0,94.0,0.0,5223.0,4231.0,992.0,834.0,158.0,179.0,344.0,-48.0,-329.0,75.0,269.0,2905.0,8.61,6.32,6.01,0.85,426.61,69.86,,,2316.67,1.07,,,0.0,35819005.0,-1817.62,,,,,,,
2021/03,경창산업,024910,자동차부품,36,1012.48,1372.0,65.0,65.0,48.0,41.0,39.0,2.0,5298.0,4239.0,1059.0,896.0,163.0,179.0,158.0,-22.0,-62.0,23.0,135.0,2928.0,4.75,2.98,17.07,2.6,400.34,98.72,,,2488.89,1.13,,,,35819005.0,-1643.22,598.0,-2.75,,,,,
2021/06,경창산업,024910,자동차부품,36,1046.1,1419.0,79.0,79.0,55.0,51.0,47.0,4.0,5366.0,4247.0,1119.0,951.0,168.0,179.0,212.0,-51.0,-13.0,34.0,178.0,2942.0,5.59,3.61,23.22,3.76,379.58,123.84,536.11,5.42,2641.67,1.1,,,,35819005.0,-1478.7,641.7,-2.3,11.63,0.19,15327.78,3.36,863.89
2021/09,경창산업,024910,자동차부품,36,1121.0,1348.0,22.0,22.0,16.0,19.0,19.0,1.0,5374.0,4246.0,1128.0,957.0,172.0,179.0,114.0,13.0,-14.0,17.0,97.0,2956.0,1.61,1.44,23.64,3.82,376.23,126.66,,5.63,,1.17,,,0.0,,-1301.5,627.7,-2.07,11.16,0.2,,3.81,
2021/12(E),경창산업,024910,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),경창산업,024910,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),경창산업,024910,자동차부품,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,고려시멘트,198440,건축자재,162,967.28,160.0,23.0,23.0,26.0,21.0,21.0,,1149.0,246.0,904.0,904.0,,32.0,38.0,-30.0,0.0,7.0,31.0,14.0,14.18,13.04,3.14,2.36,27.19,2052.06,,,2825.0,1.07,0.0,,0.0,31979960.0,1031.78,,,,,,,
2020/12,고려시멘트,198440,건축자재,162,970.2,205.0,22.0,22.0,29.0,19.0,19.0,,1153.0,230.0,924.0,924.0,,32.0,34.0,-30.0,0.0,3.0,31.0,14.0,10.91,9.46,4.92,3.67,24.88,2114.42,,,2887.5,1.05,15.0,,24.77,31979960.0,1038.7,,,,,,,
2021/03,고려시멘트,198440,건축자재,162,1248.07,149.0,-12.0,-12.0,-8.0,-8.0,-8.0,,1127.0,217.0,911.0,911.0,,32.0,3.0,-2.0,0.0,4.0,0.0,14.0,-7.72,-5.4,6.25,4.85,23.81,2073.8,,,2846.88,1.37,,,,31979960.0,1318.07,,,,,,,
2021/06,고려시멘트,198440,건축자재,162,1636.58,208.0,37.0,37.0,42.0,34.0,34.0,,1156.0,210.0,946.0,946.0,,32.0,54.0,-28.0,-5.0,3.0,51.0,14.0,17.94,16.58,7.28,5.79,22.23,2185.02,206.25,24.8,2956.25,1.73,,,,31979960.0,1727.48,,,,2.27,2256.25,23.38,218.75
2021/09,고려시멘트,198440,건축자재,162,1246.0,129.0,6.0,6.0,5.0,4.0,4.0,,1142.0,191.0,950.0,950.0,,32.0,36.0,103.0,0.0,0.0,36.0,14.0,4.42,3.26,5.39,4.36,20.14,2198.15,153.12,25.43,2968.75,1.31,,,0.0,31979960.0,1475.4,,,,1.8,2159.38,23.51,165.62
2021/12(E),고려시멘트,198440,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),고려시멘트,198440,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),고려시멘트,198440,건축자재,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,고려신용정보,049720,상업서비스와공급품,208,752.5,341.0,24.0,24.0,22.0,21.0,21.0,,597.0,347.0,250.0,250.0,,72.0,22.0,2.0,4.0,2.0,21.0,145.0,7.03,6.13,35.66,15.9,138.56,252.34,,,1785.71,3.01,0.0,,0.0,14300000.0,697.2,,,,,,,
2020/12,고려신용정보,049720,상업서비스와공급품,208,829.28,355.0,38.0,33.0,38.0,43.0,43.0,,703.0,412.0,292.0,292.0,,72.0,38.0,-31.0,-14.0,4.0,34.0,223.0,10.68,12.0,39.79,17.29,141.0,310.7,,,2085.71,2.84,275.0,,89.89,14300000.0,689.58,,,,,,,
2021/03,고려신용정보,049720,상업서비스와공급품,208,942.42,356.0,28.0,28.0,28.0,25.0,25.0,,673.0,395.0,278.0,278.0,,72.0,14.0,1.0,-56.0,8.0,6.0,206.0,7.76,7.13,45.93,19.11,142.44,290.74,,,1985.71,3.39,0.0,,0.0,14300000.0,778.22,168.9,4.61,,,,,
2021/06,고려신용정보,049720,상업서비스와공급품,208,1366.4,370.0,30.0,30.0,31.0,26.0,26.0,,720.0,415.0,305.0,305.0,,72.0,40.0,-20.0,-6.0,4.0,35.0,207.0,8.24,6.99,43.18,18.38,136.28,328.45,,11.88,,4.48,150.0,,80.78,,1215.8,171.6,7.09,12.07,0.96,,11.39,
2021/09,고려신용정보,049720,상업서비스와공급품,208,1234.0,356.0,24.0,24.0,25.0,21.0,21.0,,740.0,435.0,304.0,304.0,,72.0,0.0,-11.0,2.0,4.0,-4.0,235.0,6.69,5.91,41.4,17.18,142.98,328.04,,10.73,,4.06,,,0.0,,1046.7,175.8,5.95,12.23,0.86,,10.28,
2021/12(E),고려신용정보,049720,상업서비스와공급품,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),고려신용정보,049720,상업서비스와공급품,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),고려신용정보,049720,상업서비스와공급품,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,고려제약,014570,제약,35,1162.32,169.0,32.0,32.0,17.0,14.0,14.0,,836.0,140.0,696.0,696.0,,55.0,30.0,-28.0,0.0,0.0,31.0,1.0,18.71,8.14,14.05,11.82,20.14,1174.9,,,6327.27,1.67,0.0,,0.0,11000000.0,1247.02,,,,,,,
2020/12,고려제약,014570,제약,35,1120.22,179.0,32.0,32.0,23.0,18.0,18.0,,833.0,125.0,709.0,709.0,,55.0,25.0,-39.0,0.0,1.0,23.0,1.0,17.87,9.79,10.83,9.25,17.6,1198.31,,,6445.45,1.58,150.0,,93.09,11000000.0,1189.92,,,,,,,
2021/03,고려제약,014570,제약,35,1227.78,171.0,31.0,31.0,31.0,25.0,25.0,,876.0,158.0,718.0,718.0,,55.0,56.0,-26.0,-18.0,6.0,49.0,0.0,17.84,14.62,13.59,11.19,21.97,1216.77,,,6527.27,1.71,,,,11000000.0,1310.88,137.8,9.51,,,,,
2021/06,고려제약,014570,제약,35,1249.5,168.0,13.0,13.0,21.0,16.0,16.0,,859.0,124.0,735.0,735.0,,55.0,-11.0,4.0,0.0,1.0,-12.0,1.0,7.56,9.75,10.26,8.69,16.85,1247.94,663.64,17.12,6681.82,1.7,,,,11000000.0,1324.3,123.6,10.71,17.99,1.82,6245.45,11.57,981.82
2021/09,고려제약,014570,제약,35,949.0,183.0,21.0,21.0,19.0,15.0,15.0,,881.0,137.0,744.0,744.0,,55.0,15.0,-30.0,-6.0,2.0,13.0,1.0,11.6,8.21,10.26,8.61,18.42,1275.81,,12.82,,1.28,,,0.0,,1002.5,113.8,8.81,16.23,1.35,,9.78,
2021/12(E),고려제약,014570,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),고려제약,014570,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),고려제약,014570,제약,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,고바이오랩,348150,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,13355766.0,,,,,,,,
2020/12,고바이오랩,348150,생물공학,146,6731.1,,,,,,,,585.0,31.0,554.0,554.0,,78.0,,,,,0.0,1.0,,,,,5.68,606.87,,,3462.5,12.15,0.0,,,15518506.0,7136.4,,,,,,,
2021/03,고바이오랩,348150,생물공학,146,4806.3,7.0,-33.0,-33.0,-30.0,-30.0,-30.0,,579.0,24.0,555.0,555.0,,79.0,-5.0,-86.0,30.0,0.0,-5.0,1.0,-458.74,-415.44,,,4.31,600.55,,,3468.75,8.66,0.0,,,15749514.0,5150.8,,,,,,,
2021/06,고바이오랩,348150,생물공학,146,5286.3,5.0,-44.0,-44.0,-45.0,-45.0,-45.0,,553.0,27.0,526.0,526.0,,81.0,-49.0,-169.0,10.0,19.0,-68.0,0.0,-813.95,-825.48,,,5.12,551.84,,,3287.5,10.05,0.0,,,16161543.0,5424.0,,,,,,,
2021/09,고바이오랩,348150,생물공학,146,3222.0,7.0,-43.0,-43.0,-42.0,-42.0,-42.0,,520.0,32.0,488.0,488.0,,81.0,-36.0,-36.0,0.0,36.0,-72.0,1.0,-633.39,-610.84,,,6.53,500.2,,,3050.0,6.6,0.0,,0.0,16161543.0,3286.9,,,,,,,
2021/12(E),고바이오랩,348150,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/03(E),고바이오랩,348150,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),고바이오랩,348150,생물공학,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,고영,098460,전자장비와기기,197,12095.9,411.0,35.0,35.0,14.0,13.0,13.0,,2959.0,465.0,2494.0,2494.0,,69.0,54.0,-57.0,-15.0,6.0,48.0,107.0,8.6,3.19,4.87,4.05,18.64,3739.77,,,3614.49,4.85,0.0,0.0,0.0,68654755.0,12358.3,,,,,,,
2020/12,고영,098460,전자장비와기기,197,14199.97,489.0,44.0,44.0,-41.0,-34.0,-34.0,,3026.0,565.0,2461.0,2461.0,,69.0,96.0,-1.0,-14.0,4.0,92.0,136.0,9.05,-6.91,3.74,3.01,22.97,3696.4,,,3566.67,5.77,110.0,0.52,-220.24,68654755.0,14504.67,,,,,,,
2021/03,고영,098460,전자장비와기기,197,15550.0,588.0,94.0,94.0,138.0,109.0,109.0,,3234.0,734.0,2500.0,2500.0,,69.0,7.0,-24.0,-15.0,7.0,-1.0,125.0,16.04,18.54,3.72,2.91,29.37,3750.78,,,3623.19,6.22,,,0.0,68654755.0,15835.5,221.2,71.59,,,,,
2021/06,고영,098460,전자장비와기기,197,16085.19,672.0,115.0,115.0,128.0,103.0,103.0,,3288.0,680.0,2607.0,2607.0,,69.0,12.0,-29.0,-90.0,27.0,-16.0,103.0,17.17,15.31,7.52,6.11,26.09,3895.81,276.81,84.22,3778.26,6.17,,,,68654755.0,16285.09,354.2,45.98,16.4,7.45,3130.43,55.85,417.39
2021/09,고영,098460,전자장비와기기,197,14315.0,619.0,104.0,104.0,160.0,123.0,123.0,,3592.0,852.0,2740.0,2740.0,,69.0,208.0,-40.0,-16.0,10.0,198.0,258.0,16.74,19.92,11.52,9.2,31.11,4075.42,436.23,47.56,3971.01,5.22,,,0.0,68654755.0,14519.9,504.2,28.8,21.29,6.05,3431.88,40.1,517.39
2021/12(E),고영,098460,전자장비와기기,197,14079.4,636.0,108.0,,118.0,98.0,99.0,,3430.0,641.0,2788.0,2788.0,,69.0,,,,,,,16.98,15.41,,,23.0,,,32.44,,5.05,,,,,,,,,5.6,,33.44,
2022/03(E),고영,098460,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022/06(E),고영,098460,전자장비와기기,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/09,골드앤에스,035290,교육서비스,201,,9.0,-2.0,-2.0,-4.0,-4.0,-4.0,,191.0,223.0,-32.0,-32.0,0.0,13.0,2.0,2.0,1.0,0.0,2.0,181.0,-26.86,-49.93,-331.18,-53.95,-704.72,-372.16,,,-1600.0,,0.0,0.0,0.0,2223910.0,,,,,,,,
